t_ns,ch1_V,ch2_V,ch3_V
0,0.500000,1.500000,2.500000
1664299,0.500000,1.500000,2.500000
3914299,0.500000,1.500000,2.500000
5437300,0.500000,1.500000,2.500000
6772399,0.500000,1.500000,2.500000
8327499,0.500000,1.500000,2.500000
11866900,0.500000,1.500000,2.500000
13420499,0.500000,1.500000,2.500000
14956999,0.500000,1.500000,2.500000
16489599,0.500000,1.500000,2.500000
18129799,0.500000,1.500000,2.500000
20348699,0.500000,1.500000,2.500000
28149899,0.500000,1.500000,2.500000
29723100,0.500000,1.500000,2.500000
34063200,0.500000,1.500000,2.500000
35292299,0.500000,1.500000,2.500000
37945899,0.500000,1.500000,2.500000
39331599,0.500000,1.500000,2.500000
40873799,0.500000,1.500000,2.500000
42434900,0.500000,1.500000,2.500000
43966400,0.500000,1.500000,2.500000
45499100,0.500000,1.500000,2.500000
47031099,0.500000,1.500000,2.500000
48564400,0.500000,1.500000,2.500000
50127499,0.500000,1.500000,2.500000
51796399,0.500000,1.500000,2.500000
53310999,0.500000,1.500000,2.500000
54743599,0.500000,1.500000,2.500000
55870399,0.500000,1.500000,2.500000
61865099,0.500000,1.500000,2.500000
63012999,0.500000,1.500000,2.500000
65739300,0.500000,1.500000,2.500000
68192899,0.500000,1.500000,2.500000
72746699,0.500000,1.500000,2.500000
80553699,0.500000,1.500000,2.500000
82082499,0.500000,1.500000,2.500000
83997399,0.500000,1.500000,2.500000
89582499,0.500000,1.500000,2.500000
91153499,0.500000,1.500000,2.500000
92801699,0.500000,1.500000,2.500000
101481500,0.500000,1.500000,2.500000
102936399,0.500000,1.500000,2.500000
117129999,0.500000,1.500000,2.500000
119029000,0.500000,1.500000,2.500000
120360699,0.500000,1.500000,2.500000
122523099,0.500000,1.500000,2.500000
123971399,0.500000,1.500000,2.500000
125419899,0.500000,1.500000,2.500000
132642700,0.500000,1.500000,2.500000
134031800,0.500000,1.500000,2.500000
135540700,0.500000,1.500000,2.500000
137189299,0.500000,1.500000,2.500000
140459999,0.500000,1.500000,2.500000
142094399,0.500000,1.500000,2.500000
146572300,0.500000,1.500000,2.500000
157180999,0.500000,1.500000,2.500000
158927999,0.500000,1.500000,2.500000
163014999,0.500000,1.500000,2.500000
164263099,0.500000,1.500000,2.500000
171402100,0.500000,1.500000,2.500000
172767600,0.500000,1.500000,2.500000
174469599,0.500000,1.500000,2.500000
176051700,0.500000,1.500000,2.500000
179490199,0.500000,1.500000,2.500000
180847700,0.500000,1.500000,2.500000
182147200,0.500000,1.500000,2.500000
184420099,0.500000,1.500000,2.500000
189483900,0.500000,1.500000,2.500000
199977700,0.500000,1.500000,2.500000
201315999,0.500000,1.500000,2.500000
205046499,0.500000,1.500000,2.500000
206667899,0.500000,1.500000,2.500000
208484099,0.500000,1.500000,2.500000
209584700,0.500000,1.500000,2.500000
213826899,0.500000,1.500000,2.500000
220234000,0.500000,1.500000,2.500000
225101799,0.500000,1.500000,2.500000
226556299,0.500000,1.500000,2.500000
235150000,0.500000,1.500000,2.500000
237483799,0.500000,1.500000,2.500000
238847599,0.500000,1.500000,2.500000
245555699,0.500000,1.500000,2.500000
248142500,0.500000,1.500000,2.500000
251602600,0.500000,1.500000,2.500000
253039399,0.500000,1.500000,2.500000
255835099,0.500000,1.500000,2.500000
256993099,0.500000,1.500000,2.500000
258726699,0.500000,1.500000,2.500000
262070600,0.500000,1.500000,2.500000
263391599,0.500000,1.500000,2.500000
265225899,0.500000,1.500000,2.500000
266855099,0.500000,1.500000,2.500000
272559500,0.500000,1.500000,2.500000
278904699,0.500000,1.500000,2.500000
281393699,0.500000,1.500000,2.500000
282864900,0.500000,1.500000,2.500000
284763499,0.500000,1.500000,2.500000
285960699,0.500000,1.500000,2.500000
287658100,0.500000,1.500000,2.500000
291929400,0.500000,1.500000,2.500000
296015399,0.500000,1.500000,2.500000
303733699,0.500000,1.500000,2.500000
306461499,0.500000,1.500000,2.500000
308077199,0.500000,1.500000,2.500000
309711399,0.500000,1.500000,2.500000
311256100,0.500000,1.500000,2.500000
314971399,0.500000,1.500000,2.500000
326249999,0.500000,1.500000,2.500000
331088499,0.500000,1.500000,2.500000
332465599,0.500000,1.500000,2.500000
334410800,0.500000,1.500000,2.500000
336467100,0.500000,1.500000,2.500000
338861999,0.500000,1.500000,2.500000
347521999,0.500000,1.500000,2.500000
349142599,0.500000,1.500000,2.500000
352246700,0.500000,1.500000,2.500000
357249299,0.500000,1.500000,2.500000
364947399,0.500000,1.500000,2.500000
366519499,0.500000,1.500000,2.500000
374336299,0.500000,1.500000,2.500000
382146700,0.500000,1.500000,2.500000
383320199,0.500000,1.500000,2.500000
387103299,0.500000,1.500000,2.500000
388585599,0.500000,1.500000,2.500000
390598099,0.500000,1.500000,2.500000
394872199,0.500000,1.500000,2.500000
396204099,0.500000,1.500000,2.500000
398686699,0.500000,1.500000,2.500000
401204599,0.500000,1.500000,2.500000
406506899,0.500000,1.500000,2.500000
413654899,0.500000,1.500000,2.500000
415652800,0.500000,1.500000,2.500000
425676699,0.500000,1.500000,2.500000
427325199,0.500000,1.500000,2.500000
433377499,0.500000,1.500000,2.500000
436126000,0.500000,1.500000,2.500000
438789399,0.500000,1.500000,2.500000
440072500,0.500000,1.500000,2.500000
443503900,0.500000,1.500000,2.500000
451334600,0.500000,1.500000,2.500000
453692499,0.500000,1.500000,2.500000
455735499,0.500000,1.500000,2.500000
457958099,0.500000,1.500000,2.500000
461876900,0.500000,1.500000,2.500000
468908700,0.500000,1.500000,2.500000
471384299,0.500000,1.500000,2.500000
479395800,0.500000,1.500000,2.500000
481251299,0.500000,1.500000,2.500000
483489699,0.500000,1.500000,2.500000
485061599,0.500000,1.500000,2.500000
492152999,0.500000,1.500000,2.500000
493672700,0.500000,1.500000,2.500000
497141200,0.500000,1.500000,2.500000
505234199,0.500000,1.500000,2.500000
506714099,0.500000,1.500000,2.500000
508287099,0.500000,1.500000,2.500000
511666899,0.500000,1.500000,2.500000
