t_ns,ch1_V,ch2_V,ch3_V
0,0.500000,1.500000,2.500000
3157400,0.500000,1.500000,2.500000
4541200,0.500000,1.500000,2.500000
6049900,0.500000,1.500000,2.500000
7591400,0.500000,1.500000,2.500000
9873400,0.500000,1.500000,2.500000
11455900,0.500000,1.500000,2.500000
12772100,0.500000,1.500000,2.500000
14452000,0.500000,1.500000,2.500000
19187700,0.500000,1.500000,2.500000
20756300,0.500000,1.500000,2.500000
21846400,0.500000,1.500000,2.500000
23409900,0.500000,1.500000,2.500000
25528700,0.500000,1.500000,2.500000
28106900,0.500000,1.500000,2.500000
32937200,0.500000,1.500000,2.500000
35885900,0.500000,1.500000,2.500000
36939400,0.500000,1.500000,2.500000
40934300,0.500000,1.500000,2.500000
41990500,0.500000,1.500000,2.500000
43536900,0.500000,1.500000,2.500000
45139600,0.500000,1.500000,2.500000
46691600,0.500000,1.500000,2.500000
48284200,0.500000,1.500000,2.500000
50020400,0.500000,1.500000,2.500000
51364400,0.500000,1.500000,2.500000
52907900,0.500000,1.500000,2.500000
54444900,0.500000,1.500000,2.500000
56037400,0.500000,1.500000,2.500000
57573800,0.500000,1.500000,2.500000
59118100,0.500000,1.500000,2.500000
60689300,0.500000,1.500000,2.500000
62756700,0.500000,1.500000,2.500000
63859200,0.500000,1.500000,2.500000
65408700,0.500000,1.500000,2.500000
66945000,0.500000,1.500000,2.500000
68458900,0.500000,1.500000,2.500000
69991600,0.500000,1.500000,2.500000
71576300,0.500000,1.500000,2.500000
73206400,0.500000,1.500000,2.500000
74784900,0.500000,1.500000,2.500000
76731900,0.500000,1.500000,2.500000
79968900,0.500000,1.500000,2.500000
81248900,0.500000,1.500000,2.500000
83280600,0.500000,1.500000,2.500000
85387800,0.500000,1.500000,2.500000
90980700,0.500000,1.500000,2.500000
92043100,0.500000,1.500000,2.500000
95748300,0.500000,1.500000,2.500000
97342200,0.500000,1.500000,2.500000
102790900,0.500000,1.500000,2.500000
104019500,0.500000,1.500000,2.500000
105688400,0.500000,1.500000,2.500000
109472200,0.500000,1.500000,2.500000
111143500,0.500000,1.500000,2.500000
113655799,0.500000,1.500000,2.500000
114867900,0.500000,1.500000,2.500000
117089600,0.500000,1.500000,2.500000
118188899,0.500000,1.500000,2.500000
119863500,0.500000,1.500000,2.500000
121295400,0.500000,1.500000,2.500000
123122400,0.500000,1.500000,2.500000
130498400,0.500000,1.500000,2.500000
133384100,0.500000,1.500000,2.500000
134643100,0.500000,1.500000,2.500000
139539200,0.500000,1.500000,2.500000
140643700,0.500000,1.500000,2.500000
144091100,0.500000,1.500000,2.500000
146328000,0.500000,1.500000,2.500000
147672600,0.500000,1.500000,2.500000
149294100,0.500000,1.500000,2.500000
150860900,0.500000,1.500000,2.500000
152404100,0.500000,1.500000,2.500000
153931900,0.500000,1.500000,2.500000
155458799,0.500000,1.500000,2.500000
156988599,0.500000,1.500000,2.500000
158515800,0.500000,1.500000,2.500000
160056700,0.500000,1.500000,2.500000
161622600,0.500000,1.500000,2.500000
163195400,0.500000,1.500000,2.500000
164820100,0.500000,1.500000,2.500000
166804100,0.500000,1.500000,2.500000
170126900,0.500000,1.500000,2.500000
171645000,0.500000,1.500000,2.500000
173965900,0.500000,1.500000,2.500000
176479100,0.500000,1.500000,2.500000
182854400,0.500000,1.500000,2.500000
183928700,0.500000,1.500000,2.500000
189173700,0.500000,1.500000,2.500000
190220200,0.500000,1.500000,2.500000
194865100,0.500000,1.500000,2.500000
196191700,0.500000,1.500000,2.500000
198980600,0.500000,1.500000,2.500000
200652400,0.500000,1.500000,2.500000
202576300,0.500000,1.500000,2.500000
203634200,0.500000,1.500000,2.500000
205590900,0.500000,1.500000,2.500000
207444700,0.500000,1.500000,2.500000
210997100,0.500000,1.500000,2.500000
212552100,0.500000,1.500000,2.500000
217816399,0.500000,1.500000,2.500000
222622700,0.500000,1.500000,2.500000
224225400,0.500000,1.500000,2.500000
227251000,0.500000,1.500000,2.500000
228342600,0.500000,1.500000,2.500000
229912900,0.500000,1.500000,2.500000
231947600,0.500000,1.500000,2.500000
233134500,0.500000,1.500000,2.500000
234681000,0.500000,1.500000,2.500000
236217000,0.500000,1.500000,2.500000
237748999,0.500000,1.500000,2.500000
239285499,0.500000,1.500000,2.500000
240839600,0.500000,1.500000,2.500000
241890200,0.500000,1.500000,2.500000
243521399,0.500000,1.500000,2.500000
245075099,0.500000,1.500000,2.500000
246613400,0.500000,1.500000,2.500000
248193500,0.500000,1.500000,2.500000
249734900,0.500000,1.500000,2.500000
251822500,0.500000,1.500000,2.500000
253365700,0.500000,1.500000,2.500000
254899900,0.500000,1.500000,2.500000
256435000,0.500000,1.500000,2.500000
257986900,0.500000,1.500000,2.500000
259832700,0.500000,1.500000,2.500000
262246000,0.500000,1.500000,2.500000
264602000,0.500000,1.500000,2.500000
267099000,0.500000,1.500000,2.500000
268470900,0.500000,1.500000,2.500000
272774500,0.500000,1.500000,2.500000
277492300,0.500000,1.500000,2.500000
278556100,0.500000,1.500000,2.500000
280109100,0.500000,1.500000,2.500000
283774800,0.500000,1.500000,2.500000
284863700,0.500000,1.500000,2.500000
288279200,0.500000,1.500000,2.500000
290019100,0.500000,1.500000,2.500000
291379700,0.500000,1.500000,2.500000
292890000,0.500000,1.500000,2.500000
294479300,0.500000,1.500000,2.500000
296044800,0.500000,1.500000,2.500000
297099900,0.500000,1.500000,2.500000
298639500,0.500000,1.500000,2.500000
300192700,0.500000,1.500000,2.500000
301725299,0.500000,1.500000,2.500000
