frame_idx,t_ns
0,0
1,38875200
2,65103300
3,100026800
4,150018900
5,184469200
6,207615600
7,248804200
8,273544600
9,307368600
10,340521200
11,379362400
12,402318400
13,432572500
14,480720300
15,514845200
16,552093800
17,576796700
18,615978800
19,640080300
20,673415900
21,703927500
22,737151400
23,769015300
24,803535600
25,852791800
26,880134200
27,919653200
28,944554600
29,977272100
30,1008675400
31,1043834000
32,1079996600
33,1108501900
34,1136148700
35,1184845500
36,1216342500
37,1248041100
38,1283058700
39,1314679800
40,1348491300
41,1377003700
42,1407683800
43,1443252000
