frame_idx,t_ns
0,0
1,37920600
2,69837700
3,96070000
4,128977400
5,159863600
6,192932100
7,228026000
8,280073400
9,303968400
10,335997400
11,375113300
12,399873400
13,432690500
14,467508300
15,496132900
16,528484000
17,564678200
18,591991100
19,623650200
20,672111400
21,705202000
22,738003300
23,767719500
24,801856600
25,833906500
26,863795000
27,897428100
28,934169900
29,960217600
30,992886100
31,1029162500
32,1076276800
33,1104279600
34,1135700700
35,1170040500
36,1199803000
37,1233238000
38,1265785600
39,1296051000
40,1332269700
41,1365334200
42,1392935700
43,1425165500
44,1478514700
45,1508937300
46,1544087900
47,1568170700
48,1603104200
49,1631874300
50,1663921600
51,1699255200
52,1732922100
53,1763475100
54,1792345900
55,1827757000
56,1874757300
57,1906533300
58,1936246300
59,1971290400
60,2000674900
61,2033116200
62,2064965700
63,2098869300
64,2128355300
65,2164180800
66,2195577600
67,2223881700
68,2272092100
69,2308844700
70,2337727000
71,2368078300
72,2404348300
73,2438690200
74,2466660800
75,2497898400
76,2529141600
77,2560270700
78,2593464700
79,2625665800
80,2675107300
81,2704752200
82,2734993100
83,2768041800
84,2802604100
85,2831356200
86,2863400700
87,2895889100
88,2927374300
89,2960473600
90,2997565000
91,3023837900
92,3072952200
93,3103900200
94,3138680500
95,3167931600
96,3199275000
97,3235266500
98,3264365500
99,3295290000
100,3330101400
