frame_idx,t_ns
0,0
1,31023333
2,64010375
3,96877208
4,130062833
5,163025083
6,196884375
7,228654625
8,261948583
9,295089000
10,328080458
11,361056166
12,394890000
13,427276291
14,460579000
15,492372000
16,525553875
17,558719916
18,592856666
19,625382833
20,657376541
21,690839833
22,723529708
23,756299375
24,790920625
25,822500583
26,855705250
27,888456583
28,921715000
29,954701333
30,989221750
31,1021122708
32,1053877750
33,1087007666
34,1120345083
35,1153290208
36,1187423875
37,1219665041
38,1251205333
39,1285060583
40,1318360875
41,1351413958
42,1385364166
43,1417250750
44,1450363333
45,1483312791
46,1515957458
47,1548738250
48,1585114083
49,1616660875
50,1680715208
51,1715496166
52,1747772291
53,1779544916
54,1813344958
55,1844851125
56,1877863458
57,1910861583
58,1943807291
59,1977101250
60,2012211125
61,2043419166
62,2076058791
63,2109201250
64,2142328958
65,2175036000
66,2210234000
67,2241363875
68,2274277625
69,2307523291
70,2340885833
71,2373749000
72,2408211166
73,2439066083
74,2472713583
75,2506131125
76,2539070583
77,2571585791
78,2610076833
79,2637151708
80,2672782166
81,2705437250
82,2737763666
83,2769520541
84,2807208166
85,2838800583
86,2870437041
87,2902106833
88,2934977708
89,2966249208
90,3000933041
91,3033020083
92,3066165625
93,3098800333
94,3131086041
95,3165459458
96,3199656541
97,3230407541
98,3264937375
99,3297249916
100,3330247666
101,3363139958
102,3397942041
103,3428697583
104,3462525666
105,3494561000
106,3528172041
107,3560666208
108,3595912875
109,3627105833
110,3663625916
111,3697633125
112,3728846541
113,3762123750
114,3827839708
