frame_idx,t_ns
0,0
1,31566875
2,64459000
3,97603792
4,130484500
5,163388042
6,197892209
7,229268875
8,262452542
9,295727209
10,328403459
11,361864584
12,397651334
13,426736000
14,459590750
15,493013875
16,526263667
17,559090750
18,592941167
19,624987625
20,657788792
21,690061292
22,723566417
23,757083959
24,791660500
25,823199875
26,855784125
27,888762667
28,921829667
29,955118917
30,988109375
31,1022697125
32,1054337792
33,1087426000
34,1120308542
35,1153345750
36,1186687417
37,1220351959
38,1252418500
39,1285678750
40,1318334875
41,1351354334
42,1384761834
43,1418610917
44,1450499250
45,1482464417
46,1518162792
47,1550917292
48,1582354459
49,1618563250
50,1647516875
51,1681952625
52,1714319375
53,1779494292
54,1812072000
55,1845682667
56,1879854167
57,1911772667
58,1944616459
59,1977794834
60,2010791917
61,2044134000
62,2078591917
63,2109985667
64,2143047542
65,2175675750
66,2208366334
67,2241659125
68,2276282459
69,2307956209
70,2341160000
71,2374026375
72,2406850125
73,2440302875
74,2474587375
75,2505745125
76,2538484792
77,2574614250
78,2606999417
79,2639497750
80,2671192750
81,2703764417
82,2736075667
83,2772292417
84,2802828584
85,2835516084
86,2868663125
87,2901430500
88,2933305750
89,2966768125
90,3000496792
91,3033682250
92,3067515542
93,3099269292
94,3133272375
95,3166510750
96,3198931209
97,3232283875
98,3266392125
99,3297777667
100,3331246000
101,3362600459
102,3396392542
103,3429246542
