frame_idx,t_ns
0,0
1,32368625
2,65704375
3,98627667
4,131567458
5,165982083
6,197615958
7,230277750
8,263600833
9,296556958
10,329228958
11,364317708
12,395512542
13,428498083
14,460919000
15,494029375
16,528844167
17,561630208
18,593479000
19,626962875
20,658364958
21,691485833
22,724430958
23,759389125
24,790110958
25,824008917
26,857176542
27,890332417
28,923367500
29,958301208
30,989587583
31,1022276875
32,1055015625
33,1120776167
34,1153886917
35,1188264250
36,1220089958
37,1253279625
38,1286638292
39,1318980042
40,1352190250
41,1386378042
42,1417697417
43,1451646292
44,1483890417
45,1516660750
46,1551830333
47,1586065000
48,1617253292
49,1649242125
50,1681204458
51,1716017458
52,1748437542
53,1781445792
54,1813063583
55,1845193833
56,1878334958
57,1911668167
58,1944547125
59,1978635417
60,2011052500
61,2043379750
62,2077077292
63,2109809333
64,2144016417
65,2177913125
66,2208676625
67,2242877375
68,2276285250
69,2309215042
70,2342456167
71,2376719875
72,2408263125
73,2441082667
74,2474171792
75,2507026917
76,2540361292
77,2575788292
78,2605699125
79,2639840625
80,2673917792
81,2705349375
82,2737716375
83,2770644667
84,2807195542
85,2838578000
86,2871426167
