frame_idx,t_ns
0,0
1,31269917
2,64092959
3,98809209
4,129690334
5,160406292
6,195171667
7,228602250
8,261112250
9,294911584
10,326785250
11,359429459
12,392823209
13,426258209
14,458530250
15,490440042
16,524314917
17,556929042
18,589748000
19,623256042
20,656413875
21,688781584
22,723566375
23,754496750
24,787386334
25,821100959
26,853275042
27,886813292
28,921823500
29,953247875
30,985446500
31,1023408084
32,1054464625
33,1088248000
34,1119778792
35,1152203917
36,1184595042
37,1217344667
38,1253121792
39,1283560542
40,1316225042
41,1352050750
42,1383795292
43,1415671209
44,1448336709
45,1482231459
46,1515602292
47,1581587417
48,1613316042
49,1645884500
50,1680411375
51,1713485750
52,1745467500
53,1780201334
54,1811793417
55,1844822542
56,1878796917
57,1911065250
58,1943776209
59,1977895375
60,2009848750
61,2042602125
62,2075295292
63,2111984875
64,2144078917
65,2176789292
66,2208674542
67,2241426709
68,2272879667
69,2310403292
70,2344139459
71,2375593500
72,2409409334
73,2441862584
74,2473959542
75,2504736917
76,2538063750
77,2572551042
78,2602949417
79,2635312042
80,2668880167
81,2702886209
82,2735196875
83,2769799250
84,2801492250
85,2834928667
86,2866432084
87,2899284250
88,2933641209
89,2967142209
90,3000421000
91,3033136625
92,3065669542
93,3100325625
94,3135827250
95,3169929375
96,3200108417
97,3232293959
98,3266765292
99,3300074709
100,3330158000
101,3363688209
102,3399718959
103,3427552834
104,3466803500
105,3499229917
106,3530492792
107,3564029000
108,3598003500
109,3632046709
110,3665542834
111,3692534750
112,3729929042
113,3764139875
114,3798204125
115,3824365459
116,3861626292
117,3890940959
118,3921933292
119,3956141709
120,3987920334
121,4020766834
122,4053822667
123,4086757334
124,4120323542
125,4159561667
126,4186185959
127,4222204209
128,4255963167
129,4288844250
130,4320886875
131,4355754625
132,4388435625
133,4420099834
134,4452452584
135,4486942584
136,4521563959
137,4553606167
138,4584155500
139,4616878625
140,4651432417
141,4684371000
142,4714539584
143,4750850375
144,4781246209
145,4813715792
146,4879226792
147,4914234167
148,4949786334
149,4984122459
150,5011273542
151,5051053959
152,5077029917
153,5111475542
154,5146824250
155,5178834750
156,5217465625
157,5244745209
158,5278976542
159,5308957750
160,5341791500
161,5376710334
162,5407391750
163,5440346125
164,5475333959
165,5506307250
166,5539364375
167,5575960042
168,5605521834
169,5639115250
170,5671793000
171,5705482125
172,5739041500
173,5771597209
