frame_idx,t_ns
0,0
1,33584834
2,67180250
3,99110584
4,131628750
5,164117542
6,197101250
7,232727625
8,266288459
9,298484375
10,329972709
11,361599334
12,395294709
13,428385084
14,461867250
15,492990709
16,527729417
17,560088000
18,593010000
19,626649750
20,660616542
21,691819959
22,724551834
23,758339750
24,791364084
25,824925167
26,858782709
27,890145334
28,923603709
29,956955417
30,989327542
31,1023447209
32,1057045959
33,1088427250
34,1121278709
35,1154272584
36,1187100750
37,1219345500
38,1253845125
39,1285658750
40,1319297000
41,1353157209
42,1385599209
43,1419793625
44,1455876334
45,1483787875
46,1520226500
47,1552011959
48,1583969750
49,1615573834
50,1650296250
51,1682438584
52,1716387250
53,1748183750
54,1781035709
55,1814146750
56,1848954125
57,1880359334
58,1913000584
59,1946362209
60,1978857417
61,2012252917
62,2047218417
63,2079571042
64,2111962667
65,2144909084
66,2211169875
67,2243657125
68,2277786334
69,2309691834
70,2342359875
71,2375101792
72,2410767834
73,2443025459
74,2477074500
75,2509706375
76,2541316834
77,2573882209
78,2606332542
79,2643241875
80,2676312042
81,2707971667
82,2740312125
83,2772265667
84,2804065292
85,2836302542
86,2870795375
87,2903797959
88,2935480500
89,2969777834
90,3002312292
91,3035437834
92,3070010542
93,3100167667
94,3132811125
95,3166956709
96,3200861084
97,3233402584
98,3269616542
99,3300079959
100,3332968625
101,3367513000
