frame_idx,t_ns
0,0
1,30467750
2,65149042
3,98640750
4,133248834
5,164616334
6,197920542
7,229308959
8,262520084
9,295370375
10,328402625
11,360974709
12,396449667
13,427923042
14,460680875
15,493110000
16,527182459
17,560579917
18,593653084
19,627563750
20,659294500
21,692206292
22,725501959
23,757678000
24,790215417
25,824770584
26,856193792
27,890025709
28,923346209
29,956768542
30,989255917
31,1023884917
32,1055579750
33,1088740667
34,1122043292
35,1154487209
36,1190175917
37,1223017667
38,1253977834
39,1320976125
40,1353358542
41,1385176959
42,1417890459
43,1450124250
44,1484839125
45,1516792000
46,1549593959
47,1582373625
48,1615852042
49,1648987375
50,1683554000
51,1714448917
52,1748107500
53,1780943334
54,1814035584
55,1847469750
56,1881254584
57,1913457292
58,1946473209
59,1979099125
60,2012038625
61,2045419625
62,2079861917
63,2112251500
64,2144322292
65,2177135542
66,2209702375
67,2247423459
68,2278976084
69,2312412334
70,2344139459
71,2376635334
72,2408404834
73,2443670125
74,2477156875
75,2507812459
76,2541550084
77,2573454792
78,2605828084
79,2639157334
80,2672807250
81,2704513834
82,2737445500
83,2770454375
84,2804613875
85,2837340625
86,2871645334
87,2903448917
88,2936410167
89,2969373917
90,3002906334
91,3035939334
92,3069677667
93,3101586042
94,3134610959
95,3167829834
96,3200375875
97,3232656917
98,3271407792
99,3303516334
100,3335133292
101,3369471209
102,3399916167
103,3433271417
104,3465716250
105,3496931209
106,3529901084
107,3567777292
108,3599444959
109,3631483084
110,3663540250
111,3695331084
112,3728103292
113,3760628500
114,3793693417
115,3826745209
116,3861053709
117,3892781000
118,3925688875
119,3957850959
