frame_idx,t_ns
0,0
1,34709583
2,64494583
3,99430625
4,133386958
5,163826833
6,198180500
7,231935541
8,263784958
9,295649791
10,332716208
11,364764541
12,395348791
13,427767791
14,462608833
15,495930083
16,527597500
17,561495250
18,592537125
19,626037083
20,659652166
21,690491916
22,723303791
23,757782375
24,789526666
25,822836291
26,857048791
27,889885583
28,922569750
29,957921791
30,988868000
31,1021859083
32,1055464166
33,1088663625
34,1121590416
35,1156417041
36,1187832625
37,1220858583
38,1254185125
39,1286976250
40,1319744291
41,1356106916
42,1385459750
43,1420514666
44,1454458916
45,1486488250
46,1518330541
47,1585872333
48,1619329791
49,1651657708
50,1682930166
51,1715495125
52,1747585500
53,1781180333
54,1815099666
55,1846859458
56,1880780291
57,1912959625
58,1946380625
59,1978000958
60,2013152166
61,2045111000
62,2077435250
63,2110781291
64,2144025208
65,2177499041
66,2211775208
67,2243288416
68,2276090458
69,2310031500
70,2341800750
71,2374979416
72,2409707458
73,2440784750
74,2475019541
75,2509467333
76,2544266250
77,2574396875
78,2608163833
79,2641826625
80,2673480916
81,2705412583
82,2737842791
83,2771672708
84,2806892000
85,2839535791
86,2871770083
87,2903408375
88,2936335541
89,2969066125
90,3003561000
91,3034957416
92,3068427708
93,3099868250
94,3134626791
95,3166174958
96,3200238916
97,3234296625
98,3266556541
99,3300007250
100,3332972791
101,3366737333
102,3398333000
103,3433039500
104,3464588125
105,3496461000
106,3529577208
107,3562008708
108,3601434416
109,3633089416
110,3664258916
111,3695902791
112,3729725583
113,3762261708
114,3794497958
115,3833730875
116,3864637416
117,3896052875
118,3929992375
119,3960902583
120,3993516916
121,4025417291
122,4059048583
123,4089614166
124,4123855750
125,4155627500
126,4189427875
127,4222210500
128,4256073916
129,4287946375
130,4320927791
131,4354379625
132,4387937041
133,4420410291
134,4456553958
135,4486594541
136,4519878625
137,4553741166
138,4587606458
139,4622778500
140,4657169791
141,4688376250
142,4721544541
143,4753547291
144,4788331458
145,4820388916
146,4891655958
147,4916102291
148,4954802875
149,4986474583
150,5019924458
