frame_idx,t_ns
0,0
1,34934250
2,70063500
3,99350167
4,132582000
5,165335167
6,198492959
7,231425917
8,269341000
9,297506042
10,330191709
11,363251375
12,396363459
13,429063959
14,463467459
15,495811459
16,528965500
17,560832042
18,594009500
19,626608375
20,661151584
21,693097584
22,726296417
23,759324042
24,792390167
25,825417542
26,860155042
27,891258834
28,924296459
29,957293209
30,990057792
31,1023293209
32,1057736334
33,1088990000
34,1122677834
35,1155821625
36,1188368834
37,1221584792
38,1256190834
39,1287342667
40,1320586750
41,1353922667
42,1386430125
43,1419625125
44,1456791459
45,1488267709
46,1520516542
47,1552014750
48,1584381625
49,1618505584
50,1651777667
51,1683222250
52,1715965584
53,1749046417
54,1781644625
55,1814803667
56,1849812875
57,1881297459
58,1914485500
59,1947742334
60,1980006417
61,2013104709
62,2047785125
63,2112400375
64,2145326250
65,2178022375
66,2210779167
67,2243859209
68,2278237917
69,2310045959
70,2343030167
71,2375973292
72,2408927667
73,2442065584
74,2475957209
75,2507965667
76,2540155625
77,2577017584
78,2608807875
79,2640683917
80,2674940917
81,2706148917
82,2742015042
83,2774555000
84,2806470209
85,2838699959
86,2870896250
87,2903359084
88,2935868875
89,2969214084
90,3002007917
91,3035961459
92,3070096709
93,3101871500
94,3135085375
95,3167690417
96,3200444375
97,3232958917
98,3268200459
99,3299825792
100,3333769167
101,3366365792
102,3398854750
103,3432398875
