frame_idx,t_ns
0,0
1,33100708
2,68415041
3,96419791
4,130078458
5,164152958
6,196076875
7,228642958
8,263599875
9,295448750
10,327776958
11,360923166
12,394196333
13,427007208
14,461753666
15,493562666
16,526217750
17,559887625
18,592766083
19,625307291
20,661154000
21,691256875
22,724441416
23,757434916
24,792149666
25,824435041
26,858495833
27,890798500
28,922902208
29,955671208
30,988264083
31,1020817583
32,1054941541
33,1086907666
34,1153616875
35,1185873250
36,1219513125
37,1252340916
38,1286370208
39,1317559750
40,1350595875
41,1384048083
42,1417183833
43,1451010916
44,1484991666
45,1516414125
46,1549230625
47,1581770291
48,1615427791
49,1648152333
50,1682233125
51,1713679958
52,1746492166
53,1779505166
54,1812430833
55,1849501875
56,1882693500
57,1913226375
58,1945487250
59,1978010416
60,2013964250
61,2046180333
62,2079378666
63,2109862291
64,2143078291
65,2176165500
66,2208684333
67,2242273291
68,2276416291
69,2308591375
70,2341555666
71,2374498208
72,2407086375
73,2440441083
74,2475160625
75,2506812833
76,2540361208
77,2573053625
78,2606450666
79,2639111541
80,2673638458
81,2705022208
82,2737614250
83,2770404916
84,2803975000
85,2837443583
86,2875505666
87,2905072000
88,2938603125
89,2971674250
90,3002585541
91,3034203208
92,3073736500
93,3105301666
94,3137594083
95,3169183041
96,3200538583
97,3233497833
98,3267299291
99,3299006625
100,3330987458
101,3363717500
102,3396621458
103,3429956500
104,3465052458
105,3495183083
106,3529649500
