t_s,amp
0.000000,0.014679
0.010000,0.024200
0.020000,0.007996
0.023220,0.009216
0.033220,0.011444
0.043220,0.009369
0.046440,0.011871
0.056440,0.013184
0.066440,0.007324
0.069660,0.013855
0.079660,0.013275
0.089660,0.006653
0.092880,0.010132
0.102880,0.010559
0.112880,0.010773
0.116100,0.013580
0.126100,0.008514
0.136100,0.007568
0.139320,0.009155
0.149320,0.012848
0.159320,0.006989
0.162540,0.015442
0.172540,0.010895
0.182540,0.003632
0.185760,0.012512
0.195760,0.009186
0.205760,0.006989
0.208980,0.013336
0.218980,0.010040
0.228980,0.007324
0.232200,0.008240
0.242200,0.016602
0.252200,0.012543
0.255420,0.011200
0.265420,0.010681
0.275420,0.010590
0.278639,0.009125
0.288639,0.014038
0.298639,0.012268
0.301859,0.015503
0.311859,0.013397
0.321859,0.013062
0.325079,0.011597
0.335079,0.008972
0.345079,0.006927
0.348299,0.014343
0.358299,0.014679
0.368299,0.014404
0.371519,0.014587
0.381519,0.009674
0.391519,0.010132
0.394739,0.012268
0.404739,0.012390
0.414739,0.011871
0.417959,0.019318
0.427959,0.017456
0.437959,0.011200
0.441179,0.012329
0.451179,0.010834
0.461179,0.007446
0.464399,0.014954
0.474399,0.011200
0.484399,0.011993
0.487619,0.014771
0.497619,0.012451
0.507619,0.003632
0.510839,0.012695
0.520839,0.012360
0.530839,0.010071
0.534059,0.018158
0.544059,0.016327
0.554059,0.010284
0.557279,0.007812
0.567279,0.011505
0.577279,0.011688
0.580499,0.015137
0.590499,0.014832
0.600499,0.011810
0.603719,0.011597
0.613719,0.010620
0.623719,0.013031
0.626939,0.018127
0.636939,0.011810
0.646939,0.014038
0.650159,0.012665
0.660159,0.012665
0.670159,0.008575
0.673379,0.014435
0.683379,0.013885
0.693379,0.013824
0.696599,0.008942
0.706599,0.009155
0.716599,0.009949
0.719819,0.011353
0.729819,0.008728
0.739819,0.011353
0.743039,0.015808
0.753039,0.014587
0.763039,0.006470
0.766259,0.009949
0.776259,0.012939
0.786259,0.010101
0.789478,0.014954
0.799478,0.010925
0.809478,0.010925
0.812698,0.012360
0.822698,0.012238
0.832698,0.008575
0.835918,0.014191
0.845918,0.013611
0.855918,0.011078
0.859138,0.014038
0.869138,0.011017
0.879138,0.007507
0.882358,0.010925
0.892358,0.011078
0.902358,0.012634
0.905578,0.013641
0.915578,0.011932
0.925578,0.010254
0.928798,0.009766
0.938798,0.009277
0.948798,0.012573
0.952018,0.008514
0.962018,0.014221
0.972018,0.010651
0.975238,0.013611
0.985238,0.008850
0.995238,0.010773
0.998458,0.010681
1.008458,0.008942
1.018458,0.012573
1.021678,0.015533
1.031678,0.015839
1.041678,0.008118
1.044898,0.011383
1.054898,0.011414
1.064898,0.011902
1.068118,0.011017
1.078118,0.012695
1.088118,0.008575
1.091338,0.012024
1.101338,0.012115
1.111338,0.008545
1.114558,0.014252
1.124558,0.008148
1.134558,0.007446
1.137778,0.012268
1.147778,0.014496
1.157778,0.011963
1.160998,0.012695
1.170998,0.012543
1.180998,0.012665
1.184218,0.012573
1.194218,0.013763
1.204218,0.007690
1.207438,0.009521
1.217438,0.013458
1.227438,0.009705
1.230658,0.014130
1.240658,0.015869
1.250658,0.013397
1.253878,0.012939
1.263878,0.015381
1.273878,0.003937
1.277098,0.011536
1.287098,0.013031
1.297098,0.016693
1.300317,0.014862
1.310317,0.017395
1.320317,0.005798
1.323537,0.012360
1.333537,0.011475
1.343537,0.012390
1.346757,0.010773
1.356757,0.014313
1.366757,0.009735
1.369977,0.014954
1.379977,0.014679
1.389977,0.013062
1.393197,0.012115
1.403197,0.014740
1.413197,0.010437
1.416417,0.013458
1.426417,0.011414
1.436417,0.008606
1.439637,0.011658
1.449637,0.011536
1.459637,0.011780
1.462857,0.013733
1.472857,0.009399
1.482857,0.008148
1.486077,0.018494
1.496077,0.015137
1.506077,0.016510
1.509297,0.016296
1.519297,0.019287
1.529297,0.008026
1.532517,0.014465
1.542517,0.009827
1.552517,0.013123
1.555737,0.013336
1.565737,0.015289
1.575737,0.012177
1.578957,0.015533
1.588957,0.016296
1.598957,0.004272
1.602177,0.011688
1.612177,0.012848
1.622177,0.011108
1.625397,0.016510
1.635397,0.014771
1.645397,0.013916
1.648617,0.008026
1.658617,0.012512
1.668617,0.011597
1.671837,0.013794
1.681837,0.011658
1.691837,0.013336
1.695057,0.012482
1.705057,0.012085
1.715057,0.010284
1.718277,0.011383
1.728277,0.012695
1.738277,0.009308
1.741497,0.009979
1.751497,0.009399
1.761497,0.011353
1.764717,0.010803
1.774717,0.013824
1.784717,0.007599
1.787937,0.023071
1.797937,0.024506
1.807937,0.026062
1.811156,0.031738
1.821156,0.026672
1.831156,0.026276
1.834376,0.025024
1.844376,0.024750
1.854376,0.020142
1.857596,0.023071
1.867596,0.017700
1.877596,0.016998
1.880816,0.026733
1.890816,0.013855
1.900816,0.016846
1.904036,0.013885
1.914036,0.013977
1.924036,0.016815
1.927256,0.014130
1.937256,0.016266
1.947256,0.008972
1.950476,0.015137
1.960476,0.017151
1.970476,0.005310
1.973696,0.017365
1.983696,0.015381
1.993696,0.006073
1.996916,0.013672
2.006916,0.011444
2.016916,0.007843
2.020136,0.014252
2.030136,0.010345
2.040136,0.009216
2.043356,0.008087
2.053356,0.010956
2.063356,0.006714
2.066576,0.017578
2.076576,0.016571
2.086576,0.016846
2.089796,0.013062
2.099796,0.009949
2.109796,0.005066
2.113016,0.004944
2.123016,0.011444
2.133016,0.010132
2.136236,0.012054
2.146236,0.010925
2.156236,0.014282
2.159456,0.010315
2.169456,0.009003
2.179456,0.009857
2.182676,0.013062
2.192676,0.011841
2.202676,0.007843
2.205896,0.011047
2.215896,0.010742
2.225896,0.008484
2.229116,0.013397
2.239116,0.016418
2.249116,0.009949
2.252336,0.015320
2.262336,0.008728
2.272336,0.012970
2.275556,0.013550
2.285556,0.014526
2.295556,0.009125
2.298776,0.012238
2.308776,0.013885
2.318776,0.009277
2.321995,0.009644
2.331995,0.012085
2.341995,0.008911
2.345215,0.015137
2.355215,0.013367
2.365215,0.019531
2.368435,0.009247
2.378435,0.013153
2.388435,0.003784
2.391655,0.011871
2.401655,0.010590
2.411655,0.014557
2.414875,0.015350
2.424875,0.016754
2.434875,0.009949
2.438095,0.010376
2.448095,0.012482
2.458095,0.008301
2.461315,0.008942
2.471315,0.014374
2.481315,0.016357
2.484535,0.013092
2.494535,0.010284
2.504535,0.004181
2.507755,0.016296
2.517755,0.012207
2.527755,0.011169
2.530975,0.011688
2.540975,0.009949
2.550975,0.006683
2.554195,0.011383
2.564195,0.014557
2.574195,0.015381
2.577415,0.013062
2.587415,0.014740
2.597415,0.009003
2.600635,0.007751
2.610635,0.013519
2.620635,0.010376
2.623855,0.014008
2.633855,0.015015
2.643855,0.007690
2.647075,0.010406
2.657075,0.013275
2.667075,0.010773
2.670295,0.011475
2.680295,0.013977
2.690295,0.011627
2.693515,0.011230
2.703515,0.007935
2.713515,0.012817
2.716735,0.015076
2.726735,0.528564
2.736735,0.210632
2.739955,0.088593
2.749955,0.080536
2.759955,0.021606
2.763175,0.045868
2.773175,0.019073
2.783175,0.010651
2.786395,0.021851
2.796395,0.157745
2.806395,0.017059
2.809615,0.016846
2.819615,0.016968
2.829615,0.011169
2.832834,0.014771
2.842834,0.015808
2.852834,0.039886
2.856054,0.016663
2.866054,0.007843
2.876054,0.011292
2.879274,0.009979
2.889274,0.018768
2.899274,0.007202
2.902494,0.013397
2.912494,0.015320
2.922494,0.013580
2.925714,0.010864
2.935714,0.011200
2.945714,0.014679
2.948934,0.011139
2.958934,0.013733
2.968934,0.010803
2.972154,0.022888
2.982154,0.012085
2.992154,0.008575
2.995374,0.035187
3.005374,0.046722
3.015374,0.057770
3.018594,0.044220
3.028594,0.039246
3.038594,0.023407
3.041814,0.033875
3.051814,0.043762
3.061814,0.019653
3.065034,0.043640
3.075034,0.027283
3.085034,0.021301
3.088254,0.025574
3.098254,0.036957
3.108254,0.027130
3.111474,0.030243
3.121474,0.035187
3.131474,0.015656
3.134694,0.021912
3.144694,0.021729
3.154694,0.010559
3.157914,0.018402
3.167914,0.019257
3.177914,0.018860
3.181134,0.020081
3.191134,0.016907
3.201134,0.010803
3.204354,0.010712
3.214354,0.014008
3.224354,0.016327
3.227574,0.019348
3.237574,0.007843
3.247574,0.013306
3.250794,0.015076
3.260794,0.016815
3.270794,0.007965
3.274014,0.014954
3.284014,0.016174
3.294014,0.006439
3.297234,0.011627
3.307234,0.012451
3.317234,0.009705
3.320454,0.007324
3.330454,0.013275
3.340454,0.014557
3.343673,0.010376
3.353673,0.014252
3.363673,0.007935
3.366893,0.016205
3.376893,0.012756
3.386893,0.014282
3.390113,0.012817
3.400113,0.009613
3.410113,0.008362
3.413333,0.030457
3.423333,0.024475
3.433333,0.015411
3.436553,0.014343
3.446553,0.014221
3.456553,0.009094
3.459773,0.011047
3.469773,0.012207
3.479773,0.009186
3.482993,0.010193
3.492993,0.021729
3.502993,0.012695
3.506213,0.014648
3.516213,0.011902
3.526213,0.006958
3.529433,0.009552
3.539433,0.009338
3.549433,0.012512
3.552653,0.020691
3.562653,0.012207
3.572653,0.011505
3.575873,0.011383
3.585873,0.010986
3.595873,0.012878
3.599093,0.014008
3.609093,0.007782
3.619093,0.009827
3.622313,0.011871
3.632313,0.012329
3.642313,0.008789
3.645533,0.013672
3.655533,0.011322
3.665533,0.010895
3.668753,0.006500
3.678753,0.013641
3.688753,0.010101
3.691973,0.012146
3.701973,0.015076
3.711973,0.011200
3.715193,0.011749
3.725193,0.009308
3.735193,0.011139
3.738413,0.012604
3.748413,0.014709
3.758413,0.012115
3.761633,0.013306
3.771633,0.011566
3.781633,0.011108
3.784853,0.009033
3.794853,0.011017
3.804853,0.009003
3.808073,0.015747
3.818073,0.011902
3.828073,0.009583
3.831293,0.007263
3.841293,0.010254
3.851293,0.008911
3.854512,0.010925
3.864512,0.013092
3.874512,0.009583
3.877732,0.013031
3.887732,0.008392
3.897732,0.011719
3.900952,0.011444
3.910952,0.011139
3.920952,0.010620
3.924172,0.015350
3.934172,0.012512
3.944172,0.006561
3.947392,0.014679
3.957392,0.015106
3.967392,0.014435
3.970612,0.016907
3.980612,0.013916
3.990612,0.011322
3.993832,0.012909
4.003832,0.020203
4.013832,0.011993
4.017052,0.014496
4.027052,0.012146
4.037052,0.010864
4.040272,0.010529
4.050272,0.015045
4.060272,0.005035
4.063492,0.009277
4.073492,0.016510
4.083492,0.013733
4.086712,0.013367
4.096712,0.012543
4.106712,0.010681
4.109932,0.007751
4.119932,0.008698
4.129932,0.009674
4.133152,0.013794
4.143152,0.012909
4.153152,0.005646
