t_ns,ch1_V,ch2_V,ch3_V
0,1.312088,1.312821,1.278388
0,1.313553,1.317216,1.269597
702299,1.305495,1.289377,1.249817
702299,1.302564,1.297436,1.285714
702299,1.327473,1.322344,1.331868
1746199,1.316484,1.321612,1.314286
1746199,1.305495,1.308425,1.326007
1746199,1.312088,1.317216,1.338462
2802399,1.317216,1.375092,1.348718
3755599,1.309158,1.349451,1.305495
3755599,1.309158,1.336264,1.257875
3755599,1.299634,1.317949,1.273993
3755599,1.324542,1.308425,1.303297
3755599,1.309890,1.322344,1.312821
4682599,1.312821,1.321612,1.322344
4682599,1.322344,1.323077,1.341392
5601199,1.315018,1.296703,1.323810
5601199,1.308425,1.295238,1.325275
5601199,1.303297,1.284982,1.336264
6788099,1.323810,1.309158,1.362637
6788099,1.294505,1.290842,1.302564
6788099,1.298168,1.317216,1.293773
7700199,1.300366,1.317216,1.279121
7700199,1.310623,1.323810,1.304029
7700199,1.306960,1.312088,1.292308
8624199,1.302564,1.314286,1.287912
8624199,1.312088,1.314286,1.274725
8624199,1.311355,1.320879,1.300366
9596399,1.314286,1.315018,1.320879
9596399,1.325275,1.324542,1.323810
10696899,1.312088,1.309890,1.311355
10696899,1.340659,1.329670,1.333333
10696899,1.311355,1.309890,1.322344
11877299,1.310623,1.310623,1.314286
11877299,1.324542,1.311355,1.313553
11877299,1.308425,1.292308,1.305495
14158399,1.305495,1.291575,1.310623
14158399,1.306227,1.293773,1.302564
14158399,1.306227,1.303297,1.320879
14158399,1.310623,1.322344,1.320879
14158399,1.310623,1.365568,1.309890
14158399,1.315751,1.367766,1.314286
15039199,1.309890,1.339927,1.323077
15039199,1.340659,1.320147,1.342125
15824099,1.315018,1.304762,1.323077
15824099,1.308425,1.308425,1.301832
15824099,1.336996,1.311355,1.265934
17057399,1.300366,1.304029,1.252747
17057399,1.308425,1.307692,1.274725
17057399,1.300366,1.301832,1.291575
50510799,1.306960,1.306960,1.313553
50510799,1.309890,1.309158,1.320147
50510799,1.328205,1.329670,1.380220
50510799,1.316484,1.315018,1.365568
50802099,1.302564,1.306227,1.343590
50802099,1.308425,1.306960,1.331868
56421499,1.327473,1.329670,1.317216
56421499,1.300366,1.312088,1.242491
56421499,1.299634,1.312088,1.227839
56421499,1.317216,1.324542,1.284982
56421499,1.311355,1.314286,1.304029
56421499,1.322344,1.321612,1.331868
56421499,1.312088,1.315018,1.333333
56421499,1.310623,1.312821,1.346520
56421499,1.312821,1.306960,1.337729
56421499,1.308425,1.310623,1.324542
56421499,1.323810,1.331868,1.327473
56421499,1.309158,1.310623,1.295238
56421499,1.312821,1.308425,1.330403
56421499,1.319414,1.312821,1.306227
56797299,1.315018,1.312088,1.290842
56797299,1.317949,1.333333,1.320879
56797299,1.307692,1.312088,1.299634
57754399,1.316484,1.309890,1.300366
57754399,1.322344,1.312821,1.279121
57754399,1.300366,1.314286,1.235165
59858599,1.266667,1.309158,1.268132
59858599,1.322344,1.336264,1.338462
59858599,1.321612,1.331868,1.329670
60024699,1.311355,1.315018,1.309158
60024699,1.315018,1.312088,1.320879
60024699,1.329670,1.334799,1.334799
70854299,1.309890,1.311355,1.312821
70854299,1.306960,1.311355,1.340659
71220999,1.309158,1.312821,1.345788
71220999,1.312088,1.309158,1.343590
71220999,1.309158,1.317949,1.336996
71220999,1.320879,1.312088,1.328938
71220999,1.331868,1.333333,1.306960
71220999,1.312088,1.310623,1.281319
71220999,1.308425,1.317216,1.314286
71220999,1.304029,1.316484,1.271062
71220999,1.312088,1.312088,1.282051
71220999,1.312821,1.312821,1.297436
71220999,1.308425,1.314286,1.280586
71220999,1.304029,1.312088,1.282784
71220999,1.287179,1.308425,1.312088
71220999,1.313553,1.311355,1.315751
71220999,1.331868,1.326007,1.337729
