t_s,amp
0.000000,0.012177
0.010000,0.013428
0.020000,0.010193
0.023220,0.014465
0.033220,0.010834
0.043220,0.011993
0.046440,0.013092
0.056440,0.015045
0.066440,0.011078
0.069660,0.009003
0.079660,0.016632
0.089660,0.005859
0.092880,0.012695
0.102880,0.012543
0.112880,0.013092
0.116100,0.013214
0.126100,0.010193
0.136100,0.005951
0.139320,0.014099
0.149320,0.010559
0.159320,0.007202
0.162540,0.011414
0.172540,0.013306
0.182540,0.012817
0.185760,0.012146
0.195760,0.010345
0.205760,0.008392
0.208980,0.009888
0.218980,0.012360
0.228980,0.004700
0.232200,0.010071
0.242200,0.010620
0.252200,0.012390
0.255420,0.011139
0.265420,0.016632
0.275420,0.016693
0.278639,0.015289
0.288639,0.011108
0.298639,0.009888
0.301859,0.014832
0.311859,0.016144
0.321859,0.012085
0.325079,0.013916
0.335079,0.010864
0.345079,0.012115
0.348299,0.011139
0.358299,0.014832
0.368299,0.004974
0.371519,0.011780
0.381519,0.011932
0.391519,0.012146
0.394739,0.012848
0.404739,0.012726
0.414739,0.014130
0.417959,0.013702
0.427959,0.011810
0.437959,0.004791
0.441179,0.011749
0.451179,0.011200
0.461179,0.007965
0.464399,0.012726
0.474399,0.011810
0.484399,0.010254
0.487619,0.010925
0.497619,0.011780
0.507619,0.013245
0.510839,0.012085
0.520839,0.010254
0.530839,0.016022
0.534059,0.010284
0.544059,0.018799
0.554059,0.006714
0.557279,0.013000
0.567279,0.013458
0.577279,0.004517
0.580499,0.008881
0.590499,0.010925
0.600499,0.007965
0.603719,0.013611
0.613719,0.012451
0.623719,0.013580
0.626939,0.010712
0.636939,0.007843
0.646939,0.017303
0.650159,0.018799
0.660159,0.014557
0.670159,0.006500
0.673379,0.015717
0.683379,0.011597
0.693379,0.009460
0.696599,0.009735
0.706599,0.007996
0.716599,0.010437
0.719819,0.011017
0.729819,0.012970
0.739819,0.012024
0.743039,0.013794
0.753039,0.012299
0.763039,0.005249
0.766259,0.007874
0.776259,0.016754
0.786259,0.013824
0.789478,0.010956
0.799478,0.012177
0.809478,0.006134
0.812698,0.011200
0.822698,0.013641
0.832698,0.015747
0.835918,0.013123
0.845918,0.010132
0.855918,0.010925
0.859138,0.011932
0.869138,0.016937
0.879138,0.008453
0.882358,0.014709
0.892358,0.015961
0.902358,0.010406
0.905578,0.008606
0.915578,0.012421
0.925578,0.012695
0.928798,0.014557
0.938798,0.015686
0.948798,0.016754
0.952018,0.013641
0.962018,0.010284
0.972018,0.009430
0.975238,0.010254
0.985238,0.014160
0.995238,0.012695
0.998458,0.013489
1.008458,0.010620
1.018458,0.010864
1.021678,0.011719
1.031678,0.008484
1.041678,0.008301
1.044898,0.013336
1.054898,0.011902
1.064898,0.009216
1.068118,0.015259
1.078118,0.011597
1.088118,0.008301
1.091338,0.015259
1.101338,0.017700
1.111338,0.004974
1.114558,0.010162
1.124558,0.012299
1.134558,0.009460
1.137778,0.015656
1.147778,0.010193
1.157778,0.014679
1.160998,0.018463
1.170998,0.019073
1.180998,0.015228
1.184218,0.014648
1.194218,0.014832
1.204218,0.011536
1.207438,0.015778
1.217438,0.013794
1.227438,0.009888
1.230658,0.016479
1.240658,0.014526
1.250658,0.011505
1.253878,0.012299
1.263878,0.019104
1.273878,0.009949
1.277098,0.024078
1.287098,0.015350
1.297098,0.011932
1.300317,0.020111
1.310317,0.021698
1.320317,0.014496
1.323537,0.020111
1.333537,0.019745
1.343537,0.010132
1.346757,0.020111
1.356757,0.012085
1.366757,0.014801
1.369977,0.018463
1.379977,0.018219
1.389977,0.004761
1.393197,0.015015
1.403197,0.015198
1.413197,0.011139
1.416417,0.012085
1.426417,0.015106
1.436417,0.008636
1.439637,0.013336
1.449637,0.015869
1.459637,0.007996
1.462857,0.014099
1.472857,0.010193
1.482857,0.012604
1.486077,0.011322
1.496077,0.012817
1.506077,0.009216
1.509297,0.012604
1.519297,0.016632
1.529297,0.011963
1.532517,0.005646
1.542517,0.013763
1.552517,0.005157
1.555737,0.014832
1.565737,0.012085
1.575737,0.004852
1.578957,0.012115
1.588957,0.012909
1.598957,0.012024
1.602177,0.011200
1.612177,0.012451
1.622177,0.014313
1.625397,0.010712
1.635397,0.011383
1.645397,0.013733
1.648617,0.015289
1.658617,0.011444
1.668617,0.006409
1.671837,0.014801
1.681837,0.010559
1.691837,0.007874
1.695057,0.013397
1.705057,0.009613
1.715057,0.009552
1.718277,0.008972
1.728277,0.011566
1.738277,0.011841
1.741497,0.014587
1.751497,0.014618
1.761497,0.009094
1.764717,0.014374
1.774717,0.015594
1.784717,0.029785
1.787937,0.012573
1.797937,0.014374
1.807937,0.023834
1.811156,0.029602
1.821156,0.012634
1.831156,0.013763
1.834376,0.009857
1.844376,0.012390
