t_s,amp
0.000000,0.010010
0.010000,0.009521
0.020000,0.009491
0.023220,0.010956
0.033220,0.014862
0.043220,0.009094
0.046440,0.013214
0.056440,0.011597
0.066440,0.010864
0.069660,0.012695
0.079660,0.012115
0.089660,0.010712
0.092880,0.011841
0.102880,0.015167
0.112880,0.009613
0.116100,0.016998
0.126100,0.013550
0.136100,0.006805
0.139320,0.011475
0.149320,0.007599
0.159320,0.012756
0.162540,0.011871
0.172540,0.014130
0.182540,0.008392
0.185760,0.013062
0.195760,0.012970
0.205760,0.008331
0.208980,0.016937
0.218980,0.014526
0.228980,0.012482
0.232200,0.012177
0.242200,0.013062
0.252200,0.008057
0.255420,0.016266
0.265420,0.015045
0.275420,0.010620
0.278639,0.011719
0.288639,0.012421
0.298639,0.010071
0.301859,0.013672
0.311859,0.011963
0.321859,0.008789
0.325079,0.017365
0.335079,0.007904
0.345079,0.008057
0.348299,0.012024
0.358299,0.013763
0.368299,0.014282
0.371519,0.014313
0.381519,0.018188
0.391519,0.006653
0.394739,0.007751
0.404739,0.013275
0.414739,0.017487
0.417959,0.014801
0.427959,0.011993
0.437959,0.012268
0.441179,0.014191
0.451179,0.010529
0.461179,0.006226
0.464399,0.014435
0.474399,0.019775
0.484399,0.016388
0.487619,0.014618
0.497619,0.009216
0.507619,0.013184
0.510839,0.014740
0.520839,0.019714
0.530839,0.007172
0.534059,0.019501
0.544059,0.007721
0.554059,0.009277
0.557279,0.009094
0.567279,0.010742
0.577279,0.016174
0.580499,0.016174
0.590499,0.017456
0.600499,0.006470
0.603719,0.010315
0.613719,0.011536
0.623719,0.011230
0.626939,0.013550
0.636939,0.011780
0.646939,0.007416
0.650159,0.010254
0.660159,0.014282
0.670159,0.008850
0.673379,0.013641
0.683379,0.012268
0.693379,0.012268
0.696599,0.011627
0.706599,0.010040
0.716599,0.008270
0.719819,0.010590
0.729819,0.011353
0.739819,0.010468
0.743039,0.012360
0.753039,0.008270
0.763039,0.005859
0.766259,0.011017
0.776259,0.012939
0.786259,0.012726
0.789478,0.015045
0.799478,0.012299
0.809478,0.012939
0.812698,0.006653
0.822698,0.011322
0.832698,0.008759
0.835918,0.014648
0.845918,0.011383
0.855918,0.013885
0.859138,0.015350
0.869138,0.009552
0.879138,0.006256
0.882358,0.009949
0.892358,0.012787
0.902358,0.011353
0.905578,0.014282
0.915578,0.011505
0.925578,0.009247
0.928798,0.007507
0.938798,0.011627
0.948798,0.011780
0.952018,0.012115
0.962018,0.014618
0.972018,0.015045
0.975238,0.008453
0.985238,0.011292
0.995238,0.010529
0.998458,0.011475
1.008458,0.012115
1.018458,0.007050
1.021678,0.009949
1.031678,0.013977
1.041678,0.011353
1.044898,0.011627
1.054898,0.012848
1.064898,0.010071
1.068118,0.014465
1.078118,0.009003
1.088118,0.013214
1.091338,0.012848
1.101338,0.014160
1.111338,0.004089
1.114558,0.008240
1.124558,0.014954
1.134558,0.005035
1.137778,0.015015
1.147778,0.010193
1.157778,0.012787
1.160998,0.008911
1.170998,0.011627
1.180998,0.008270
