t_ns,ch1_V,ch2_V,ch3_V
0,1.312821,1.326740,1.328205
0,1.320147,1.309890,1.323810
915708,1.317216,1.287179,1.312821
1011500,1.326740,1.291575,1.312088
1011500,1.338462,1.323810,1.336996
1985124,1.322344,1.324542,1.329670
1985124,1.311355,1.323077,1.317949
2009499,1.317949,1.316484,1.305495
2956041,1.328205,1.332601,1.327473
35059208,1.315018,1.325275,1.318681
35059208,1.320879,1.330403,1.323810
35967917,1.321612,1.321612,1.309158
35967917,1.309158,1.317949,1.317949
36029374,1.328205,1.325275,1.326007
36960667,1.329670,1.331868,1.321612
36960667,1.283516,1.320147,1.315018
37024375,1.256410,1.303297,1.312088
37943709,1.273260,1.312088,1.312088
38020042,1.316484,1.333333,1.320147
39342916,1.323810,1.326740,1.322344
39374791,1.369231,1.316484,1.318681
39935792,1.345055,1.312821,1.325275
40056417,1.306227,1.319414,1.323810
40056417,1.312088,1.317216,1.312088
40056417,1.304762,1.329670,1.318681
40940584,1.310623,1.318681,1.320879
40940584,1.279121,1.314286,1.319414
41018542,1.271795,1.306960,1.313553
41932666,1.301099,1.306227,1.328938
42054334,1.315751,1.309890,1.323810
42054334,1.320147,1.304029,1.326007
42955459,1.335531,1.300366,1.323077
43023209,1.355311,1.314286,1.320879
46183625,1.321612,1.326007,1.317949
46183625,1.297436,1.338462,1.315751
46183625,1.306227,1.368498,1.322344
46183625,1.321612,1.349451,1.323810
46183625,1.328938,1.331868,1.325275
46183625,1.322344,1.334799,1.326740
46183625,1.313553,1.336264,1.323810
46183625,1.317949,1.323810,1.326740
46183625,1.306227,1.311355,1.326007
46943584,1.321612,1.309890,1.323810
46943584,1.310623,1.309158,1.323810
47019125,1.314286,1.320147,1.320147
47943624,1.309890,1.315751,1.315018
48024333,1.298168,1.308425,1.312088
52038709,1.301832,1.309158,1.320879
52038709,1.297436,1.309890,1.320147
52038709,1.304762,1.309158,1.317949
52038709,1.307692,1.318681,1.322344
52038709,1.314286,1.328938,1.323810
52038709,1.312821,1.317216,1.306227
52038709,1.317949,1.324542,1.323077
52038709,1.315018,1.317949,1.319414
52038709,1.312088,1.318681,1.317949
52038709,1.306227,1.307692,1.314286
52038709,1.321612,1.309158,1.326007
52038709,1.333333,1.309890,1.325275
84946167,1.328938,1.309890,1.330403
84946167,1.323810,1.269597,1.328938
85017500,1.309158,1.262271,1.313553
86664334,1.315018,1.289377,1.326007
86664334,1.297436,1.312088,1.323810
87223209,1.306227,1.359707,1.317216
87233166,1.292308,1.413919,1.318681
87233166,1.305495,1.421245,1.304029
87950500,1.314286,1.387546,1.318681
88006083,1.315751,1.316484,1.312821
88006083,1.329670,1.310623,1.323810
88941459,1.334066,1.320147,1.323810
88941459,1.311355,1.309890,1.315751
89023334,1.308425,1.304762,1.313553
89951959,1.311355,1.305495,1.325275
89951959,1.308425,1.282784,1.322344
90011291,1.313553,1.280586,1.318681
90944459,1.313553,1.301832,1.317216
91949917,1.322344,1.318681,1.329670
91956834,1.315018,1.316484,1.320879
92044250,1.311355,1.313553,1.309158
92044250,1.295971,1.309890,1.323810
92963209,1.316484,1.313553,1.322344
92963209,1.305495,1.315018,1.323810
93027625,1.289377,1.312821,1.310623
93945458,1.303297,1.314286,1.315018
93945458,1.328205,1.331136,1.323810
94021584,1.318681,1.321612,1.310623
94927750,1.361905,1.333333,1.317949
94927750,1.326740,1.327473,1.326740
95023959,1.312821,1.324542,1.323077
95972541,1.302564,1.319414,1.314286
96038958,1.300366,1.314286,1.329670
96965000,1.322344,1.324542,1.326007
96965000,1.319414,1.323810,1.327473
97041916,1.307692,1.320879,1.313553
97955209,1.293040,1.312088,1.315018
97955209,1.318681,1.323077,1.323810
98015667,1.321612,1.316484,1.310623
98965291,1.301832,1.321612,1.326740
98965291,1.304762,1.323810,1.323077
99018167,1.325275,1.323077,1.325275
99951375,1.319414,1.328205,1.323810
99951375,1.320879,1.331868,1.322344
100017667,1.309158,1.318681,1.315018
100942959,1.316484,1.323077,1.325275
101043833,1.317949,1.320879,1.327473
101960042,1.311355,1.298901,1.312821
101960042,1.300366,1.298168,1.313553
102034375,1.311355,1.315751,1.323077
134002709,1.306227,1.320147,1.318681
135051375,1.296703,1.320147,1.306227
135057334,1.306960,1.315751,1.310623
135930417,1.323810,1.328205,1.318681
136037584,1.314286,1.313553,1.312088
136037584,1.318681,1.323077,1.323077
136933374,1.344322,1.320879,1.326007
136933374,1.326007,1.312088,1.311355
137017709,1.312088,1.312088,1.315018
137927499,1.304762,1.318681,1.307692
138017500,1.299634,1.312821,1.310623
