t_ns,ch1_V,ch2_V,ch3_V
0,1.307692,1.303297,1.311355
78666,1.300366,1.257143,1.319414
974583,1.321612,1.256410,1.329670
33523375,1.312088,1.271062,1.316484
33523375,1.304762,1.308425,1.326007
33523375,1.295971,1.348718,1.320879
34029417,1.301099,1.410989,1.320879
34113208,1.305495,1.418315,1.320879
35887000,1.311355,1.402198,1.317216
35887000,1.323077,1.326740,1.323810
35887000,1.306960,1.288645,1.308425
36046500,1.300366,1.291575,1.315018
36046500,1.320147,1.320147,1.318681
36118208,1.328938,1.339194,1.320879
37038999,1.314286,1.340659,1.314286
37998167,1.304029,1.328938,1.320879
38097417,1.320879,1.309890,1.328205
38097417,1.313553,1.292308,1.331868
38097417,1.313553,1.290110,1.320879
38097417,1.295971,1.289377,1.317216
39004666,1.298168,1.304029,1.320147
39113916,1.311355,1.320147,1.323810
40043750,1.317216,1.330403,1.322344
40043750,1.309890,1.324542,1.312821
40115792,1.315018,1.334799,1.323077
41027375,1.304029,1.323077,1.323810
41027375,1.318681,1.321612,1.321612
41106042,1.323810,1.317949,1.318681
42032792,1.317949,1.315751,1.323810
42032792,1.318681,1.317949,1.326740
42114957,1.323077,1.321612,1.323810
43042875,1.312088,1.319414,1.317949
43111167,1.298168,1.306960,1.312088
43124792,1.309890,1.313553,1.320147
44042125,1.319414,1.323077,1.323810
44124207,1.316484,1.331868,1.320147
45033833,1.306227,1.315018,1.317216
45033833,1.316484,1.334799,1.326007
45111333,1.315018,1.356044,1.320147
46028167,1.306960,1.353114,1.321612
46028167,1.300366,1.301832,1.320147
46097292,1.308425,1.234432,1.319414
47042958,1.307692,1.265934,1.312088
47042958,1.310623,1.323810,1.320147
47110958,1.328938,1.330403,1.328938
48022957,1.317949,1.328938,1.336264
48106250,1.317949,1.326740,1.323810
49038707,1.309158,1.321612,1.312088
49053333,1.322344,1.329670,1.323810
49106333,1.323810,1.327473,1.321612
50119458,1.299634,1.319414,1.309890
50119458,1.306227,1.317949,1.316484
50119458,1.320147,1.325275,1.326007
83008458,1.302564,1.316484,1.313553
