frame_idx,t_ns
0,0
1,34578125
2,67281042
3,103575000
4,134759375
5,167740834
6,201044792
7,233570167
8,266560250
9,300910334
10,332434875
11,365241209
12,398548625
13,430979500
14,464232667
15,498421042
16,531686375
17,563989792
18,596149500
19,629718167
20,662740375
21,694797250
22,726536917
23,758860459
24,791526292
25,825964792
26,859819875
27,892983792
28,925509459
29,957911167
30,989947084
31,1024902209
32,1058717375
33,1092610084
34,1124466250
35,1157113125
36,1190997792
37,1223967417
38,1257295417
39,1290739875
40,1322908625
41,1355799042
42,1388572500
43,1421782917
44,1454663917
45,1488287625
46,1520423000
47,1554869959
48,1588563625
49,1621058709
50,1653020959
51,1685777459
52,1720644459
53,1752414959
54,1816097292
55,1848391334
56,1882145000
57,1915843375
58,1948003959
59,1981924250
60,2014100667
61,2047052334
62,2078398334
63,2114616875
64,2147030459
65,2180509167
66,2212985084
67,2246184250
68,2279288417
69,2312870167
70,2344791709
71,2377992542
72,2410437625
73,2444180084
74,2477387625
75,2511047750
76,2543190292
77,2575858625
78,2610210542
79,2644689667
80,2676865500
81,2708322084
82,2741536792
83,2773607834
84,2809257084
85,2842200667
86,2873037292
87,2906458750
88,2938315959
89,2971097584
90,3004812625
91,3037093959
92,3070274500
93,3103552584
94,3135676625
95,3168455875
96,3202351167
97,3236158917
98,3269500834
99,3303353292
100,3335553375
101,3368567500
102,3401502750
103,3434476750
104,3467738125
105,3501602750
106,3533961334
107,3566022667
108,3599864917
109,3631986375
110,3669385042
111,3700224042
112,3733190875
113,3766004959
114,3798522625
115,3830078459
116,3862561084
117,3899728500
118,3931052167
119,3963908209
120,3995470584
121,4027171875
122,4059837167
123,4094149875
124,4126207584
125,4160229959
126,4192580292
127,4224949750
128,4258874084
129,4292762209
130,4325720917
131,4358991625
132,4391696459
133,4424529167
134,4457500709
135,4491476042
136,4524049167
137,4556528959
138,4589099334
139,4622482792
140,4655449334
141,4690513250
142,4725495792
143,4756103292
144,4788240042
145,4819909125
146,4853962667
147,4886713042
148,4923741584
149,4950746167
150,4988431250
151,5020589209
