t_s,amp
0.000000,0.002944
0.010000,0.003242
0.020000,0.002579
0.023220,0.002672
0.033220,0.003355
0.043220,0.002208
0.046440,0.003073
0.056440,0.002420
0.066440,0.002935
0.069660,0.002334
0.079660,0.002357
0.089660,0.001638
0.092880,0.002444
0.102880,0.002415
0.112880,0.002414
0.116100,0.002188
0.126100,0.002026
0.136100,0.001411
0.139320,0.002310
0.149320,0.001963
0.159320,0.002571
0.162540,0.002776
0.172540,0.002609
0.182540,0.001523
0.185760,0.002198
0.195760,0.002064
0.205760,0.001603
0.208980,0.002853
0.218980,0.002839
0.228980,0.001428
0.232200,0.001828
0.242200,0.002484
0.252200,0.001852
0.255420,0.002378
0.265420,0.001836
0.275420,0.002468
0.278639,0.002236
0.288639,0.002123
0.298639,0.001786
0.301859,0.002524
0.311859,0.002076
0.321859,0.001627
0.325079,0.002032
0.335079,0.002733
0.345079,0.002763
0.348299,0.002531
0.358299,0.002084
0.368299,0.002315
0.371519,0.002066
0.381519,0.002471
0.391519,0.002246
0.394739,0.002133
0.404739,0.002117
0.414739,0.001970
0.417959,0.002232
0.427959,0.002187
0.437959,0.003049
0.441179,0.001968
0.451179,0.002014
0.461179,0.002584
0.464399,0.002075
0.474399,0.002060
0.484399,0.002530
0.487619,0.002477
0.497619,0.002639
0.507619,0.002669
0.510839,0.002292
0.520839,0.002580
0.530839,0.001764
0.534059,0.002550
0.544059,0.002869
0.554059,0.002092
0.557279,0.002293
0.567279,0.002340
0.577279,0.002478
0.580499,0.002364
0.590499,0.008411
0.600499,0.002292
0.603719,0.003037
0.613719,0.002095
0.623719,0.002488
0.626939,0.002670
0.636939,0.002339
0.646939,0.001927
0.650159,0.002388
0.660159,0.006780
0.670159,0.001840
0.673379,0.002042
0.683379,0.002838
0.693379,0.001909
0.696599,0.001893
0.706599,0.002347
0.716599,0.002060
0.719819,0.002673
0.729819,0.002543
0.739819,0.002125
0.743039,0.004926
0.753039,0.004346
0.763039,0.002753
0.766259,0.003785
0.776259,0.002903
0.786259,0.002125
0.789478,0.002392
0.799478,0.003664
0.809478,0.001998
0.812698,0.003004
0.822698,0.001536
0.832698,0.002219
0.835918,0.002347
0.845918,0.002206
0.855918,0.002700
0.859138,0.002429
0.869138,0.002198
0.879138,0.001902
0.882358,0.002563
0.892358,0.002539
0.902358,0.001643
0.905578,0.002237
0.915578,0.001990
0.925578,0.001839
0.928798,0.002214
0.938798,0.002349
0.948798,0.001779
0.952018,0.002139
0.962018,0.002443
0.972018,0.001694
0.975238,0.002751
0.985238,0.002393
0.995238,0.002473
0.998458,0.002743
1.008458,0.002908
1.018458,0.002145
1.021678,0.002571
1.031678,0.002400
1.041678,0.001834
1.044898,0.002179
1.054898,0.002265
1.064898,0.001776
1.068118,0.003200
1.078118,0.002579
