frame_idx,t_ns
0,0
1,35315375
2,65706041
3,100422250
4,132332541
5,164117958
6,196646000
7,231747916
8,262184541
9,294167958
10,327064833
11,360064916
12,395242458
13,429000125
14,460244250
15,493242333
16,525667791
17,559687000
18,591995666
19,624809625
20,659547291
21,692440833
22,725569458
23,758187458
24,791469750
25,825450583
26,857657958
27,890547125
28,923452541
29,956618333
30,989566583
31,1022634958
32,1055558416
33,1088284583
34,1121072208
35,1156268833
36,1189297708
37,1220868833
38,1252774250
39,1285476541
40,1320825250
41,1352037625
42,1384420333
43,1418141458
44,1449612333
45,1483552791
46,1516337875
47,1549468500
48,1582628291
49,1616032083
50,1648763666
51,1682399625
52,1715570875
53,1749191458
54,1781825208
55,1815771125
56,1879459666
57,1913239708
58,1946155708
59,1979051333
60,2012210583
61,2046529791
62,2077862458
63,2110777750
64,2143577583
65,2176545333
66,2211696333
67,2244874000
68,2277569750
69,2310118375
70,2341208583
71,2374301166
72,2411057666
73,2443041708
74,2474657291
75,2506270791
76,2539149375
77,2571111875
78,2605334375
79,2639051750
80,2671397625
81,2703044791
82,2736363166
83,2771470375
84,2802600041
85,2837996375
86,2870666291
87,2902920541
88,2936248666
89,2969565500
90,3002309500
91,3036184333
92,3068890291
93,3101384375
94,3134304125
95,3167168208
96,3199764333
97,3233551083
98,3265953041
99,3300468250
100,3334833583
101,3366652375
102,3398595208
103,3435489208
104,3467319500
105,3499143125
106,3531680375
107,3563485458
108,3595643875
109,3627956750
110,3662038833
111,3694042625
112,3727661041
113,3760070041
114,3793405000
115,3826605125
116,3858505333
117,3891978583
118,3926496500
119,3959548625
120,3992789250
121,4026468666
122,4058708375
123,4091527083
124,4124654166
125,4156463250
126,4190090750
127,4221148916
128,4254875875
129,4286709833
130,4320337333
131,4357480875
132,4391888041
133,4423606083
134,4455097916
135,4487192208
136,4524027375
137,4557093041
138,4588572166
139,4619619750
140,4651968583
141,4685681583
142,4716227125
143,4750210625
144,4783403833
145,4816267875
146,4850206541
147,4881325041
148,4915715500
149,4947510708
150,4982212375
