frame_idx,t_ns
0,0
1,31139167
2,66484083
3,99231583
4,130985000
5,163932250
6,199742917
7,232390875
8,264473542
9,297664708
10,331110833
11,363370875
12,397919500
13,429520750
14,462867583
15,495792750
16,528662375
17,561322833
18,595628792
19,627207833
20,660466542
21,696760000
22,727640250
23,760442833
24,793882083
25,826456625
26,858612042
27,889619250
28,923072875
29,955521083
30,990274917
31,1022457708
32,1054638167
33,1086906167
34,1119747917
35,1153234958
36,1187256500
37,1219793792
38,1252867458
39,1285894375
40,1318469583
41,1350903458
42,1384603625
43,1417072125
44,1450749667
45,1482652458
46,1515608958
47,1549720167
48,1585329125
49,1617840250
50,1650369083
51,1683104625
52,1718728333
53,1752354042
54,1783913833
55,1814323875
56,1846905083
57,1879018333
58,1915762750
59,1948671792
60,1979077542
61,2011551750
62,2044429042
63,2077026917
64,2111961917
65,2144533375
66,2178697792
67,2210778125
68,2242297417
69,2276746042
70,2311430250
71,2374901292
72,2410660750
73,2442211708
74,2475296083
75,2508170792
76,2540932625
77,2574360042
78,2608525292
79,2640331167
80,2674236292
81,2705946125
82,2738903208
83,2772325333
84,2808798583
85,2841834667
86,2873136625
87,2905719750
88,2937760542
89,2969411000
90,3005126833
91,3038153000
92,3069957042
93,3102965250
94,3134631125
95,3167418667
96,3201551458
97,3233328625
98,3266509917
99,3299822750
100,3331509000
101,3364414792
102,3398402333
103,3432745625
104,3465628875
105,3498270792
106,3531945458
107,3564324917
108,3598427250
109,3630897000
110,3663840500
111,3697130333
112,3729634625
113,3762349000
114,3798756292
115,3828184792
116,3863652625
117,3892141333
118,3929442250
119,3961993042
120,3997900250
