t_ns,ch1_V,ch2_V,ch3_V
0,1.307692,1.315018,1.317949
37500,1.314286,1.323810,1.326007
979166,1.319414,1.323077,1.323810
1001708,1.310623,1.315751,1.316484
1962916,1.309890,1.320879,1.323810
2908875,1.304029,1.307692,1.313553
3040541,1.304029,1.310623,1.320147
3040541,1.320879,1.328205,1.326007
3040541,1.312088,1.320879,1.326007
3040541,1.312088,1.327473,1.328205
3942750,1.304029,1.312821,1.315751
4014375,1.304762,1.312088,1.317216
4014375,1.308425,1.316484,1.317949
4902915,1.304762,1.312821,1.314286
4997916,1.309158,1.323077,1.322344
4997916,1.312088,1.306227,1.311355
6005583,1.314286,1.312088,1.315751
6005583,1.317949,1.322344,1.322344
7872166,1.310623,1.324542,1.322344
7872166,1.320147,1.327473,1.326007
7872166,1.314286,1.321612,1.314286
7922791,1.306227,1.321612,1.310623
7922791,1.317949,1.334799,1.320879
7997875,1.315751,1.326740,1.321612
8936083,1.316484,1.320879,1.317216
9022458,1.301832,1.308425,1.319414
9022458,1.319414,1.271795,1.323077
9908291,1.319414,1.306227,1.326007
10005000,1.318681,1.365568,1.323810
10904125,1.317949,1.350916,1.330403
11002041,1.315751,1.334066,1.317216
11002041,1.303297,1.290110,1.322344
11912000,1.318681,1.273993,1.320879
12015416,1.317949,1.292308,1.323810
12015416,1.307692,1.304762,1.315018
13068000,1.306960,1.311355,1.317216
14832916,1.317216,1.321612,1.322344
14832916,1.317949,1.331868,1.323810
14871791,1.315018,1.341392,1.323077
14871791,1.309158,1.342125,1.323810
14871791,1.316484,1.336996,1.323810
14937125,1.318681,1.331136,1.327473
18802708,1.312821,1.326740,1.314286
18802708,1.304762,1.323077,1.315751
18802708,1.313553,1.316484,1.305495
18802708,1.320147,1.324542,1.323810
18802708,1.312088,1.316484,1.319414
18802708,1.304762,1.311355,1.311355
18802708,1.302564,1.316484,1.317216
18802708,1.318681,1.321612,1.320147
51780833,1.304029,1.312088,1.315018
51780833,1.323077,1.323810,1.323810
51780833,1.318681,1.320879,1.326740
51780833,1.316484,1.320147,1.319414
51780833,1.312821,1.312821,1.309890
51971666,1.320147,1.320147,1.323077
51971666,1.315751,1.323810,1.330403
52022291,1.306227,1.324542,1.323810
53692082,1.316484,1.324542,1.320879
53692082,1.323077,1.329670,1.330403
53692082,1.312088,1.327473,1.312088
53953625,1.315751,1.327473,1.327473
56537083,1.317949,1.323077,1.321612
56537083,1.312821,1.317216,1.318681
56537083,1.306960,1.317949,1.322344
56537083,1.317949,1.325275,1.323077
56537083,1.322344,1.321612,1.321612
56537083,1.312821,1.317949,1.317949
56537083,1.314286,1.317949,1.312821
56937041,1.313553,1.324542,1.323810
56937041,1.319414,1.324542,1.315751
57020291,1.312821,1.320147,1.314286
57991791,1.312821,1.320147,1.323810
57991791,1.322344,1.322344,1.326007
58039458,1.326740,1.321612,1.320879
58959875,1.308425,1.312821,1.322344
59031458,1.304762,1.309890,1.320147
59959916,1.313553,1.314286,1.309158
59959916,1.306227,1.315751,1.320147
60039208,1.323810,1.320879,1.326740
60942541,1.316484,1.319414,1.321612
60942541,1.317216,1.323077,1.326740
61034750,1.317216,1.317216,1.321612
61938541,1.313553,1.326007,1.323810
61938541,1.304029,1.320147,1.315018
62022375,1.297436,1.320879,1.312821
62947916,1.304029,1.321612,1.321612
63006916,1.302564,1.315018,1.314286
63938916,1.312088,1.324542,1.323810
63953583,1.314286,1.318681,1.322344
64012208,1.315751,1.317216,1.312088
64941958,1.320879,1.323077,1.323810
64941958,1.316484,1.310623,1.318681
65020416,1.325275,1.315018,1.322344
65945541,1.325275,1.320147,1.323077
65945541,1.312088,1.318681,1.320879
66043250,1.297436,1.312088,1.318681
66968000,1.303297,1.315751,1.320879
66968000,1.312088,1.329670,1.327473
67022583,1.319414,1.342857,1.325275
99963750,1.314286,1.330403,1.312821
99963750,1.300366,1.318681,1.310623
100023750,1.317216,1.332601,1.321612
100942875,1.304762,1.317216,1.315018
100942875,1.305495,1.321612,1.323077
101028916,1.315018,1.322344,1.331136
102453416,1.320879,1.312088,1.323810
102453416,1.311355,1.293773,1.317949
102936041,1.316484,1.306227,1.326007
102936041,1.299634,1.308425,1.317216
103009416,1.315018,1.323810,1.323810
103929000,1.314286,1.320879,1.311355
103929000,1.297436,1.312088,1.311355
104009958,1.298168,1.318681,1.317949
104938082,1.318681,1.332601,1.323810
104938082,1.322344,1.326007,1.320879
105019250,1.309158,1.312821,1.309890
105911583,1.302564,1.315751,1.317216
106007916,1.315018,1.326007,1.323810
106935875,1.319414,1.326007,1.320879
106935875,1.301099,1.308425,1.320147
107013666,1.310623,1.315751,1.312821
111225999,1.306227,1.320147,1.320879
111225999,1.317949,1.334066,1.323810
111225999,1.311355,1.326740,1.312821
111225999,1.306227,1.321612,1.320147
111225999,1.320879,1.336264,1.325275
111225999,1.315018,1.323077,1.312821
111225999,1.306227,1.308425,1.310623
