frame_idx,t_ns
0,0
1,32167791
2,60448875
3,91690041
4,124832875
5,159314000
6,192467708
7,225312291
8,258632791
9,292067541
10,325478375
11,358195166
12,390650166
13,425444083
14,457086375
15,490208833
16,523196791
17,556317833
18,589532625
19,623336208
20,655232916
21,688021958
22,721055666
23,753829500
24,787168125
25,824042791
26,852805041
27,887628750
28,919269833
29,952511708
30,984885083
31,1019590916
32,1051267333
33,1084231000
34,1115772750
35,1147658041
36,1182113833
37,1214607708
38,1248098291
39,1280850125
40,1313776541
41,1347234416
42,1379478333
43,1413273666
44,1447171791
45,1480134916
46,1513403375
47,1544621666
48,1578148791
49,1612137541
50,1645128375
51,1675870500
52,1707951041
53,1742307625
54,1775838333
55,1807795875
56,1841138958
57,1908869541
58,1939368250
59,1973947375
60,2009237250
61,2040765541
62,2073940541
63,2109242666
64,2140856541
65,2174130375
66,2206210208
67,2238554250
68,2270892000
69,2302308208
70,2337010541
71,2369636875
72,2402765750
73,2436948625
74,2468209708
75,2502424750
76,2533886833
77,2569244791
78,2601851875
79,2635509500
80,2668145500
81,2700900958
82,2733710375
83,2767098750
84,2799881791
85,2833705833
86,2866526291
87,2898704208
88,2931301750
89,2964490250
90,2997377958
91,3034532750
92,3065045541
93,3098186125
94,3130692708
95,3162283791
96,3194835791
97,3232052875
98,3262126583
99,3294278250
100,3327714166
101,3359869125
102,3391414625
103,3426696166
104,3459037083
105,3491884291
106,3524870583
107,3556964583
108,3590964791
109,3626323208
110,3658194708
111,3691230541
112,3724116208
113,3756990541
114,3790090041
115,3823797208
116,3856138500
117,3888107083
118,3921154625
119,3953968208
