t_ns,ch1_V,ch2_V,ch3_V
0,1.320147,1.320879,1.323810
102374,1.316484,1.305495,1.325275
974958,1.320147,1.308425,1.328938
1082041,1.303297,1.300366,1.320147
1082041,1.304029,1.288645,1.312088
1974709,1.317216,1.315018,1.323077
2082833,1.316484,1.315751,1.323810
2082833,1.309890,1.304029,1.310623
2974249,1.315018,1.308425,1.312088
3077374,1.320147,1.316484,1.325275
3077374,1.312821,1.309158,1.312088
3978458,1.312088,1.314286,1.318681
4080124,1.312088,1.321612,1.327473
4080124,1.314286,1.312821,1.319414
5064166,1.314286,1.317216,1.325275
5081833,1.317216,1.322344,1.319414
6024249,1.309158,1.315018,1.317949
6062916,1.315018,1.321612,1.316484
6062916,1.306960,1.325275,1.319414
7004083,1.325275,1.334799,1.330403
7075499,1.321612,1.321612,1.323810
7075499,1.317949,1.322344,1.323810
8063333,1.320879,1.319414,1.326007
8063333,1.315751,1.298901,1.316484
8107374,1.312088,1.307692,1.324542
9353333,1.309158,1.304029,1.316484
9353333,1.297436,1.301099,1.312088
9353333,1.301099,1.317949,1.322344
10026166,1.317949,1.316484,1.320147
10082249,1.310623,1.308425,1.308425
11144374,1.313553,1.326740,1.312821
11144374,1.306960,1.343590,1.319414
11144374,1.317949,1.355311,1.328938
14504916,1.317216,1.353114,1.323810
14504916,1.315018,1.347985,1.320879
14504916,1.311355,1.338462,1.309158
14504916,1.315018,1.339194,1.331136
14504916,1.315018,1.298901,1.312821
14504916,1.312821,1.294505,1.318681
14986749,1.304029,1.281319,1.305495
15087583,1.293040,1.276190,1.317216
15087583,1.320147,1.300366,1.326740
15087583,1.319414,1.320879,1.321612
15133124,1.320147,1.326007,1.329670
15992124,1.309158,1.321612,1.323810
16087374,1.312821,1.324542,1.318681
16087374,1.320879,1.325275,1.323810
16977916,1.312088,1.319414,1.309890
17059208,1.304029,1.316484,1.315751
17059208,1.317216,1.325275,1.327473
53852958,1.316484,1.328205,1.327473
53852958,1.318681,1.320879,1.321612
53852958,1.306960,1.323810,1.323810
53852958,1.315018,1.334799,1.328938
53852958,1.322344,1.333333,1.330403
53852958,1.314286,1.319414,1.314286
53885416,1.313553,1.312821,1.311355
53885416,1.309158,1.315751,1.321612
53885416,1.320879,1.323077,1.323810
53885416,1.315751,1.322344,1.319414
53885416,1.315751,1.317949,1.321612
54091333,1.305495,1.300366,1.312821
54125749,1.301832,1.314286,1.322344
54125749,1.317216,1.334066,1.328205
54996249,1.314286,1.342125,1.323810
54996249,1.314286,1.332601,1.306960
55074291,1.316484,1.292308,1.312821
57263708,1.321612,1.306227,1.314286
57263708,1.326740,1.338462,1.326740
57263708,1.322344,1.320879,1.319414
57263708,1.303297,1.312821,1.317949
57263708,1.296703,1.304762,1.317949
57263708,1.304762,1.297436,1.317949
58001542,1.316484,1.320147,1.328938
58083916,1.314286,1.318681,1.318681
59073916,1.315751,1.320147,1.312821
59073916,1.304762,1.311355,1.312821
59073916,1.300366,1.309890,1.311355
60825874,1.309890,1.328205,1.325275
60825874,1.309890,1.325275,1.322344
60825874,1.309890,1.320879,1.318681
61161333,1.309890,1.320147,1.319414
61161333,1.305495,1.312821,1.310623
61161333,1.314286,1.323077,1.323810
61965083,1.315018,1.321612,1.328205
62061708,1.319414,1.323810,1.323810
62061708,1.317216,1.317216,1.318681
63018625,1.309158,1.313553,1.311355
63075333,1.309158,1.317216,1.320879
64007999,1.312088,1.326740,1.323810
64007999,1.320879,1.326740,1.323810
64069958,1.321612,1.320147,1.318681
64995583,1.312088,1.313553,1.312088
64995583,1.301832,1.311355,1.315751
65073124,1.312821,1.320879,1.326007
66012833,1.320879,1.323810,1.327473
67007749,1.315751,1.321612,1.320879
67007749,1.308425,1.312088,1.308425
67098167,1.308425,1.319414,1.323077
67098167,1.320879,1.323810,1.323810
99052374,1.313553,1.321612,1.320147
100022791,1.312821,1.312821,1.312821
100022791,1.306227,1.312821,1.317216
100081291,1.312088,1.317949,1.321612
101023208,1.313553,1.322344,1.319414
101023208,1.313553,1.323077,1.323810
101098708,1.312088,1.320879,1.317949
102034499,1.315751,1.320147,1.320879
102085958,1.309890,1.312821,1.320879
103013624,1.313553,1.315018,1.320879
103013624,1.316484,1.318681,1.320147
103079374,1.315018,1.326007,1.320879
103998624,1.312821,1.327473,1.326007
103998624,1.318681,1.324542,1.323077
104086208,1.306227,1.309158,1.319414
105030458,1.312088,1.299634,1.322344
105030458,1.319414,1.311355,1.318681
105091708,1.320147,1.317949,1.320147
106021499,1.321612,1.267399,1.320879
106091374,1.313553,1.259341,1.312821
106099583,1.308425,1.293040,1.322344
107267791,1.303297,1.326007,1.322344
107267791,1.316484,1.375824,1.320879
107987542,1.308425,1.416117,1.309158
107987542,1.310623,1.434432,1.323810
108070208,1.298901,1.382418,1.323077
108987416,1.315751,1.306227,1.326740
108987416,1.326740,1.309158,1.329670
109066416,1.312088,1.315018,1.317949
109990791,1.322344,1.307692,1.321612
109990791,1.321612,1.307692,1.328205
110071624,1.323077,1.315751,1.319414
113147084,1.322344,1.312088,1.323810
113147084,1.315018,1.307692,1.326740
113147084,1.316484,1.308425,1.315018
113147084,1.313553,1.308425,1.317216
113147084,1.298168,1.300366,1.317949
113147084,1.308425,1.304029,1.320147
113147084,1.295238,1.314286,1.323810
113147084,1.307692,1.317216,1.314286
115392749,1.318681,1.327473,1.323077
115392749,1.317949,1.323077,1.323077
115392749,1.312821,1.312088,1.321612
115392749,1.319414,1.320147,1.326740
115392749,1.322344,1.323077,1.323810
115392749,1.323077,1.321612,1.326007
115987249,1.317949,1.320879,1.323810
116070291,1.300366,1.304762,1.318681
117447874,1.311355,1.316484,1.326007
