t_ns,ch1_V,ch2_V,ch3_V
0,1.326007,1.345788,1.320879
903250,1.320879,1.335531,1.317216
903250,1.318681,1.326007,1.329670
992249,1.319414,1.295238,1.323810
1905707,1.311355,1.279121,1.312821
2010166,1.315018,1.309158,1.326007
2933249,1.302564,1.315751,1.321612
3966415,1.304029,1.317216,1.317949
3966415,1.302564,1.318681,1.315751
4034540,1.317949,1.326007,1.328938
4034540,1.319414,1.317216,1.319414
4034540,1.317216,1.323810,1.320879
4941082,1.309158,1.317949,1.318681
4941082,1.312821,1.323077,1.320879
4982333,1.305495,1.315018,1.312088
5919457,1.310623,1.328205,1.323810
5919457,1.313553,1.320147,1.317949
5983125,1.317216,1.322344,1.321612
8297249,1.316484,1.323077,1.323077
8297249,1.315018,1.319414,1.322344
8297249,1.315018,1.316484,1.320147
8297249,1.313553,1.320879,1.317949
8297249,1.312088,1.320879,1.322344
8995000,1.306227,1.326740,1.320147
8995000,1.304762,1.318681,1.318681
8995000,1.306227,1.310623,1.317949
9914833,1.309890,1.323077,1.326007
9914833,1.326740,1.327473,1.323077
9978082,1.328938,1.320879,1.323077
10906749,1.317949,1.311355,1.313553
10965208,1.320879,1.322344,1.323810
11873665,1.312088,1.315018,1.319414
11970499,1.305495,1.295971,1.317949
11970499,1.315751,1.310623,1.317216
12902249,1.305495,1.309158,1.316484
12983083,1.317216,1.326740,1.326740
12983083,1.314286,1.317216,1.313553
13910582,1.314286,1.336996,1.321612
15085457,1.301832,1.349451,1.323810
15085457,1.299634,1.354579,1.320879
15085457,1.313553,1.346520,1.323810
15085457,1.315018,1.309890,1.308425
15085457,1.312821,1.304029,1.304762
17585208,1.318681,1.312821,1.322344
17585208,1.307692,1.309890,1.312821
17585208,1.315751,1.314286,1.320879
17585208,1.317949,1.311355,1.317949
17585208,1.317949,1.320879,1.320879
21469415,1.321612,1.323810,1.321612
21469415,1.310623,1.318681,1.323077
53540707,1.311355,1.315018,1.312821
53540707,1.309158,1.316484,1.322344
53540707,1.320879,1.315018,1.326007
53540707,1.320879,1.306227,1.311355
53540707,1.314286,1.306227,1.311355
53540707,1.325275,1.322344,1.319414
53540707,1.312088,1.318681,1.321612
53540707,1.304762,1.326740,1.326740
53540707,1.274725,1.310623,1.315751
53540707,1.269597,1.314286,1.326007
53883624,1.301832,1.318681,1.321612
53953749,1.320147,1.322344,1.321612
53953749,1.309158,1.312088,1.316484
56772916,1.314286,1.323077,1.323810
56772916,1.319414,1.323077,1.323077
56772916,1.323810,1.324542,1.322344
56772916,1.306227,1.306227,1.314286
56772916,1.309890,1.309158,1.320147
56887083,1.320147,1.323810,1.327473
56887083,1.317949,1.324542,1.323077
56957875,1.314286,1.323810,1.321612
58757540,1.309890,1.324542,1.318681
58757540,1.316484,1.328205,1.320879
58757540,1.312821,1.326007,1.318681
59067624,1.319414,1.326007,1.320147
59067624,1.312088,1.318681,1.314286
59067624,1.314286,1.322344,1.318681
59932624,1.304029,1.308425,1.310623
59993832,1.323810,1.317216,1.323810
60930999,1.317949,1.309158,1.315018
60930999,1.322344,1.322344,1.320147
60999708,1.306960,1.317949,1.323810
61938832,1.314286,1.317949,1.320879
61938832,1.312821,1.318681,1.315751
62000791,1.314286,1.320879,1.313553
62899249,1.306227,1.316484,1.315751
62899249,1.306960,1.318681,1.312821
62976915,1.309890,1.324542,1.323810
63930249,1.312821,1.317949,1.310623
63930249,1.319414,1.317949,1.325275
63984040,1.302564,1.306227,1.322344
64928875,1.314286,1.320147,1.329670
64990666,1.319414,1.331868,1.322344
65956082,1.300366,1.334799,1.326007
65956082,1.291575,1.336264,1.315751
66034165,1.306960,1.344322,1.331136
66918208,1.317949,1.328938,1.323810
66918208,1.326740,1.265201,1.314286
66984582,1.354579,1.238095,1.304762
67905875,1.338462,1.228571,1.310623
100015291,1.320879,1.253480,1.309158
100015291,1.326740,1.320147,1.320147
100925749,1.327473,1.396337,1.320879
100925749,1.314286,1.431502,1.317949
101000665,1.324542,1.420513,1.316484
101937082,1.332601,1.351648,1.320147
101937082,1.296703,1.326007,1.309890
101998416,1.287179,1.336264,1.323810
102926790,1.256410,1.330403,1.321612
102988832,1.271062,1.302564,1.312088
103915832,1.304762,1.295238,1.313553
103924041,1.326740,1.313553,1.322344
103971583,1.321612,1.312821,1.326740
104885791,1.309158,1.297436,1.312088
104978540,1.312088,1.311355,1.320147
104978540,1.302564,1.303297,1.315751
105890916,1.319414,1.316484,1.323077
105890916,1.309890,1.309158,1.312088
106020833,1.318681,1.317949,1.322344
106891082,1.316484,1.315018,1.323810
106891082,1.319414,1.311355,1.315018
108641625,1.324542,1.326740,1.318681
108641625,1.325275,1.336264,1.323077
108641625,1.308425,1.317949,1.308425
110316749,1.320147,1.325275,1.323077
110316749,1.314286,1.318681,1.323077
110316749,1.319414,1.317949,1.320879
110316749,1.315018,1.307692,1.317216
110316749,1.320879,1.320147,1.326007
110316749,1.313553,1.308425,1.317949
110862165,1.316484,1.321612,1.323810
110947832,1.310623,1.318681,1.330403
110947832,1.323810,1.323077,1.323810
112979208,1.320879,1.320147,1.320879
112979208,1.308425,1.312821,1.317949
112979208,1.314286,1.314286,1.312821
112979208,1.302564,1.311355,1.318681
112979208,1.319414,1.323077,1.328205
113893707,1.322344,1.323077,1.326740
113893707,1.309890,1.317216,1.310623
113970624,1.316484,1.324542,1.326740
115322333,1.298901,1.313553,1.316484
115322333,1.310623,1.323810,1.315751
115322333,1.305495,1.319414,1.318681
115860582,1.293773,1.311355,1.315751
115949874,1.326007,1.327473,1.326740
115949874,1.326007,1.326007,1.323810
116932165,1.315018,1.315018,1.310623
116932165,1.312821,1.322344,1.323810
117000250,1.299634,1.313553,1.316484
149936707,1.309158,1.326007,1.326740
149936707,1.300366,1.313553,1.309158
150018708,1.308425,1.323810,1.326740
150919790,1.323810,1.326740,1.328938
150919790,1.312088,1.308425,1.312821
150983290,1.306227,1.309158,1.314286
151908082,1.311355,1.326007,1.320879
151985583,1.326007,1.327473,1.323810
152908957,1.306960,1.311355,1.312088
152908957,1.299634,1.317216,1.322344
152996625,1.308425,1.323810,1.323810
153935000,1.318681,1.323077,1.323810
153935000,1.320147,1.319414,1.315018
153985957,1.306960,1.313553,1.318681
154924249,1.322344,1.327473,1.323810
154924249,1.326740,1.323810,1.323810
155000624,1.312088,1.312088,1.310623
155915040,1.304762,1.315751,1.320147
155915040,1.314286,1.324542,1.322344
155972999,1.317949,1.326740,1.326740
156904040,1.309158,1.313553,1.313553
156982583,1.311355,1.323077,1.312088
157909915,1.315018,1.322344,1.323077
157990707,1.317216,1.325275,1.323810
157990707,1.315018,1.316484,1.307692
158899707,1.320879,1.323077,1.321612
158899707,1.312821,1.312088,1.308425
158986458,1.319414,1.322344,1.326740
159920707,1.316484,1.323077,1.321612
159920707,1.315018,1.318681,1.318681
159990207,1.316484,1.320147,1.317216
160938582,1.306227,1.309890,1.310623
160985208,1.315751,1.324542,1.327473
161937332,1.312088,1.320147,1.314286
161951707,1.300366,1.312088,1.313553
162010707,1.306960,1.321612,1.325275
162908082,1.304762,1.306227,1.319414
162908082,1.313553,1.317216,1.328205
163000124,1.312088,1.313553,1.311355
163930957,1.311355,1.312088,1.315751
163930957,1.306960,1.311355,1.315751
163992540,1.318681,1.325275,1.323810
164914332,1.322344,1.325275,1.320879
164914332,1.320879,1.326007,1.320147
164976874,1.305495,1.322344,1.313553
165904082,1.299634,1.323077,1.318681
165986416,1.314286,1.329670,1.323810
166934082,1.323077,1.323810,1.327473
166934082,1.316484,1.322344,1.323810
166934082,1.317949,1.313553,1.313553
199006625,1.312821,1.309158,1.320879
199897749,1.315018,1.331868,1.331868
199972290,1.292308,1.325275,1.323810
200890790,1.304029,1.282051,1.313553
200897249,1.306227,1.261538,1.310623
201332790,1.300366,1.267399,1.323077
201887082,1.320879,1.278388,1.323810
201977582,1.326740,1.298901,1.309158
201977582,1.306227,1.372161,1.316484
203866207,1.309158,1.424908,1.318681
203866207,1.351648,1.410989,1.320147
203866207,1.338462,1.342857,1.321612
203889124,1.292308,1.310623,1.317949
203889124,1.282051,1.307692,1.319414
205598749,1.304029,1.306227,1.317949
205598749,1.320147,1.317216,1.328205
205598749,1.319414,1.312821,1.319414
205861415,1.314286,1.306227,1.320879
205954666,1.305495,1.311355,1.317949
205954666,1.304029,1.315018,1.319414
208044040,1.323077,1.320879,1.322344
208044040,1.306227,1.309890,1.320147
208044040,1.315018,1.320879,1.328205
208044040,1.305495,1.323810,1.326007
208044040,1.276923,1.321612,1.317216
208044040,1.276190,1.312088,1.309890
208886915,1.312088,1.315018,1.317949
208886915,1.352381,1.316484,1.315751
208967040,1.357509,1.319414,1.323077
210132999,1.389744,1.317216,1.321612
210132999,1.375824,1.316484,1.326007
210899540,1.303297,1.317949,1.323810
210899540,1.263736,1.318681,1.319414
210974749,1.228571,1.317216,1.316484
211907541,1.268132,1.316484,1.314286
212915915,1.306227,1.318681,1.320879
212915915,1.302564,1.309890,1.315751
213036874,1.315018,1.325275,1.323810
213036874,1.323810,1.316484,1.315018
213036874,1.328205,1.317216,1.319414
213870458,1.329670,1.314286,1.314286
213954415,1.336996,1.319414,1.317216
213954415,1.327473,1.318681,1.312821
215002082,1.284249,1.315751,1.305495
215009290,1.295971,1.328938,1.317216
215895374,1.320147,1.326007,1.320879
215895374,1.320879,1.319414,1.322344
215986582,1.331868,1.323077,1.320147
216921125,1.334066,1.324542,1.331868
216921125,1.306227,1.309890,1.329670
248926415,1.302564,1.304029,1.321612
249904207,1.290110,1.315018,1.312821
249904207,1.300366,1.324542,1.316484
249969708,1.320147,1.332601,1.331868
250932291,1.328938,1.323077,1.323077
250932291,1.314286,1.323077,1.312088
250997915,1.319414,1.342125,1.327473
251940832,1.314286,1.346520,1.331136
251940832,1.296703,1.314286,1.319414
251993249,1.291575,1.306227,1.310623
252907999,1.310623,1.317216,1.320879
252907999,1.314286,1.323810,1.317949
253005749,1.320879,1.317949,1.319414
253936291,1.343590,1.315018,1.326007
253998207,1.335531,1.322344,1.327473
254934915,1.323810,1.315018,1.311355
254934915,1.322344,1.324542,1.327473
255001540,1.316484,1.321612,1.325275
255919291,1.298168,1.313553,1.323077
255919291,1.304762,1.321612,1.323077
255980249,1.297436,1.314286,1.321612
256937665,1.309158,1.320147,1.323077
256937665,1.309890,1.315018,1.315018
256995916,1.305495,1.317216,1.315018
257933249,1.307692,1.313553,1.320879
257933249,1.318681,1.318681,1.323077
258004999,1.311355,1.322344,1.319414
258943916,1.315018,1.326007,1.327473
258989832,1.315751,1.320147,1.317949
259942749,1.314286,1.315018,1.311355
259942749,1.312821,1.306960,1.315751
260005624,1.311355,1.319414,1.321612
260925290,1.322344,1.326740,1.330403
260925290,1.320147,1.328938,1.328938
260998249,1.318681,1.323810,1.323810
261920541,1.307692,1.322344,1.321612
261920541,1.304762,1.321612,1.315018
261996082,1.299634,1.312821,1.311355
263259374,1.322344,1.312821,1.312821
263259374,1.315018,1.316484,1.325275
263886582,1.299634,1.323077,1.321612
263893624,1.300366,1.326740,1.321612
265072375,1.312088,1.320879,1.315751
265072375,1.328205,1.326740,1.325275
265072375,1.304029,1.312088,1.314286
265072375,1.295238,1.314286,1.322344
266063416,1.303297,1.319414,1.322344
266063416,1.326007,1.323810,1.321612
266063416,1.309890,1.310623,1.315018
268827082,1.320879,1.320879,1.326740
300967000,1.304762,1.312088,1.313553
300967000,1.304029,1.312821,1.313553
300978999,1.303297,1.316484,1.320147
300978999,1.312088,1.321612,1.320147
300978999,1.320147,1.322344,1.320147
300978999,1.313553,1.327473,1.325275
300978999,1.320147,1.327473,1.315751
300978999,1.319414,1.323077,1.311355
303344916,1.323077,1.329670,1.328205
303344916,1.313553,1.324542,1.320879
303344916,1.309158,1.306960,1.315018
303344916,1.315751,1.301832,1.325275
