t_ns,ch1_V,ch2_V,ch3_V
0,1.296703,1.322344,1.312821
826165,1.308425,1.311355,1.309890
826165,1.315751,1.318681,1.320147
873540,1.340659,1.319414,1.311355
1813457,1.376557,1.318681,1.321612
1813457,1.333333,1.307692,1.319414
1884332,1.317216,1.307692,1.320147
2825749,1.320879,1.323810,1.327473
2825749,1.300366,1.310623,1.311355
2875290,1.301832,1.319414,1.317949
3806415,1.289377,1.308425,1.316484
3806415,1.304029,1.306227,1.312088
3899457,1.312088,1.304762,1.312821
7286290,1.316484,1.313553,1.321612
7286290,1.312088,1.323077,1.319414
7286290,1.310623,1.326740,1.315018
7286290,1.314286,1.332601,1.319414
7286290,1.299634,1.329670,1.312821
7286290,1.303297,1.336996,1.315018
7286290,1.315018,1.350183,1.319414
7286290,1.321612,1.340659,1.328205
7770582,1.319414,1.334066,1.322344
7863915,1.323077,1.320147,1.323810
7863915,1.312088,1.303297,1.322344
8765124,1.318681,1.292308,1.326007
8849499,1.315018,1.301832,1.323810
9756999,1.301832,1.298901,1.309158
9862790,1.295971,1.311355,1.320879
9862790,1.312088,1.319414,1.328205
10773166,1.299634,1.309158,1.317216
10853457,1.304762,1.312088,1.320147
10853457,1.327473,1.326740,1.331868
11759166,1.331868,1.331136,1.326740
11868582,1.319414,1.328205,1.317949
11868582,1.306960,1.323077,1.312821
12762124,1.305495,1.328205,1.312088
12852207,1.317949,1.336264,1.323810
12852207,1.313553,1.329670,1.319414
17708957,1.307692,1.314286,1.309158
17708957,1.295971,1.315018,1.319414
17708957,1.311355,1.323077,1.323810
17708957,1.315018,1.318681,1.320879
17708957,1.301099,1.308425,1.316484
17750915,1.323810,1.320879,1.323810
17750915,1.323810,1.323810,1.323810
17750915,1.317949,1.326740,1.326740
17750915,1.315751,1.314286,1.313553
17750915,1.315018,1.310623,1.326740
17750915,1.303297,1.302564,1.314286
17750915,1.312088,1.317216,1.326740
49834040,1.321612,1.320879,1.326740
49834040,1.312088,1.320879,1.314286
51900665,1.301099,1.314286,1.315018
51900665,1.309158,1.322344,1.316484
51900665,1.316484,1.324542,1.321612
51900665,1.317949,1.327473,1.323810
51900665,1.318681,1.320879,1.312821
51900665,1.320879,1.323810,1.323077
52777541,1.316484,1.316484,1.311355
52853790,1.317216,1.324542,1.323810
54498374,1.316484,1.326007,1.326007
54498374,1.316484,1.334066,1.323810
54498374,1.315751,1.345055,1.328938
54776832,1.315018,1.331136,1.318681
54776832,1.317949,1.336264,1.320879
54853249,1.315751,1.320147,1.311355
55791915,1.317216,1.304762,1.311355
55791915,1.303297,1.276923,1.307692
55867457,1.318681,1.254212,1.323077
56819999,1.312088,1.235897,1.313553
56819999,1.317949,1.263736,1.327473
56878040,1.305495,1.293040,1.322344
57821458,1.315018,1.329670,1.319414
57821458,1.318681,1.382418,1.322344
58808249,1.312821,1.418315,1.312821
58808249,1.307692,1.438828,1.320879
58864915,1.321612,1.402930,1.323077
59811832,1.313553,1.317949,1.323810
59811832,1.313553,1.297436,1.315751
59873332,1.310623,1.306227,1.321612
60815290,1.304029,1.306960,1.318681
60815290,1.296703,1.305495,1.315751
60884457,1.305495,1.311355,1.323810
61823082,1.310623,1.313553,1.328205
61882790,1.318681,1.317216,1.320147
61899624,1.326740,1.312088,1.309890
62817665,1.347253,1.305495,1.315751
62880749,1.331136,1.301832,1.314286
63807582,1.305495,1.311355,1.323077
63807582,1.306227,1.312088,1.313553
63891791,1.308425,1.312821,1.323810
64782040,1.302564,1.296703,1.318681
64782040,1.312088,1.309158,1.326740
64860208,1.307692,1.326007,1.323810
65799999,1.315018,1.339927,1.326007
65799999,1.313553,1.340659,1.320147
65858416,1.316484,1.330403,1.323810
66796624,1.305495,1.289377,1.312088
66860707,1.317949,1.308425,1.321612
67780499,1.306960,1.319414,1.315018
99785874,1.311355,1.319414,1.328938
100802582,1.318681,1.320147,1.323810
