t_ns,ch1_V,ch2_V,ch3_V
0,1.294505,1.321612,1.323077
0,1.292308,1.323810,1.323810
42417,1.302564,1.317216,1.317216
947500,1.315018,1.320147,1.321612
1049375,1.309158,1.317216,1.323077
1049375,1.341392,1.318681,1.318681
2052583,1.353114,1.309158,1.309890
2052583,1.317949,1.315018,1.317216
3281625,1.309890,1.328938,1.320879
3281625,1.311355,1.340659,1.323810
3281625,1.313553,1.324542,1.319414
4051750,1.307692,1.310623,1.311355
4051750,1.301832,1.295238,1.320147
4051750,1.299634,1.286447,1.318681
4958250,1.290842,1.290842,1.308425
5033874,1.305495,1.315018,1.320147
5033874,1.300366,1.306227,1.312821
5947583,1.312821,1.312088,1.312088
6032750,1.323077,1.329670,1.325275
6927207,1.317216,1.328938,1.321612
7048500,1.311355,1.323810,1.319414
7048500,1.308425,1.326740,1.326740
8539583,1.309158,1.320879,1.314286
8539583,1.306227,1.315018,1.312821
8539583,1.316484,1.331868,1.326740
10459750,1.318681,1.330403,1.321612
10459750,1.318681,1.329670,1.320879
10459750,1.307692,1.317216,1.315018
10459750,1.313553,1.331868,1.329670
10459750,1.323077,1.323810,1.328205
10459750,1.325275,1.320147,1.323810
14450083,1.315018,1.310623,1.316484
14450083,1.304762,1.305495,1.315751
14450083,1.305495,1.315751,1.321612
14450083,1.312088,1.328205,1.328205
14450083,1.309890,1.317216,1.309890
14450083,1.304029,1.317949,1.322344
14450083,1.319414,1.323810,1.323810
14450083,1.317949,1.325275,1.323077
14450083,1.322344,1.326740,1.325275
14450083,1.310623,1.312088,1.315751
14450083,1.312821,1.312088,1.320147
14925125,1.315751,1.319414,1.323810
15036667,1.323810,1.322344,1.323810
15036667,1.315018,1.327473,1.328205
19119208,1.301832,1.321612,1.317949
19119208,1.287179,1.312821,1.315018
19119208,1.307692,1.322344,1.323810
19119208,1.316484,1.330403,1.323810
19119208,1.326740,1.333333,1.322344
49995250,1.320147,1.320879,1.312088
49995250,1.310623,1.312088,1.317216
50051625,1.316484,1.315018,1.310623
52202667,1.313553,1.323077,1.326740
52202667,1.317216,1.322344,1.323810
52202667,1.316484,1.320879,1.315751
52202667,1.309890,1.315018,1.316484
52202667,1.309890,1.318681,1.323810
52202667,1.315751,1.326740,1.323810
52959458,1.318681,1.321612,1.323077
52959458,1.314286,1.318681,1.315018
55017624,1.317949,1.319414,1.323077
55017624,1.305495,1.306960,1.315751
55017624,1.308425,1.319414,1.323810
55017624,1.309158,1.318681,1.320147
55017624,1.306227,1.320147,1.318681
55035166,1.317949,1.317216,1.318681
55967875,1.306227,1.312821,1.319414
55967875,1.321612,1.331136,1.327473
56047375,1.312821,1.323077,1.320879
56941792,1.323077,1.324542,1.323077
57044166,1.320147,1.334799,1.321612
57044166,1.314286,1.328205,1.320879
57973375,1.307692,1.306960,1.317216
57973375,1.297436,1.298168,1.318681
58053749,1.305495,1.309890,1.322344
58985667,1.309158,1.312088,1.319414
58985667,1.306227,1.307692,1.316484
59058583,1.309890,1.298168,1.311355
59983625,1.312088,1.299634,1.316484
60061958,1.323810,1.304029,1.319414
60974167,1.315018,1.322344,1.320147
