frame_idx,t_ns
0,0
1,35228375
2,68530167
3,101782042
4,136173167
5,168191250
6,201325292
7,232077667
8,265705625
9,298787125
10,331391250
11,363441709
12,394862834
13,429402917
14,494065292
15,528200334
16,561534459
17,593661792
18,627639459
19,660857542
20,694014875
21,727499250
22,761169334
23,793495834
24,826751125
25,859001959
26,892225709
27,925584959
28,959424250
29,991391792
30,1023412167
31,1056960625
32,1090023459
33,1122912750
34,1156640959
35,1188732209
36,1224837459
37,1257695000
38,1289574042
39,1321756709
40,1354262042
41,1386508917
42,1421415959
43,1453478709
44,1486065584
45,1517060500
46,1551574459
47,1584310084
48,1616913417
49,1650074792
50,1682411959
51,1714789292
52,1749929625
53,1783746459
54,1815960084
55,1849213250
56,1882213417
57,1915225375
58,1949322792
59,1980952500
60,2014377459
61,2047209375
62,2080242750
63,2113588459
64,2147317292
65,2179237334
66,2212138875
67,2245206167
68,2281620500
69,2314333625
70,2345986584
71,2378102750
72,2409575334
73,2442666709
74,2477837667
75,2511199250
76,2543131584
77,2574479417
78,2607247917
79,2639317500
80,2673331417
81,2706779750
82,2740103875
83,2772033625
84,2805578292
85,2837668959
86,2872448709
87,2906150917
88,2939660667
89,2971805625
90,3005342292
91,3037767375
92,3070971584
93,3103838334
94,3138177834
95,3169482584
96,3202578542
97,3235383042
98,3268177417
99,3301099500
100,3338424834
101,3370160625
102,3402185167
103,3434178750
104,3467246042
105,3498896292
106,3535241084
107,3568057542
108,3599936417
109,3631824084
110,3662740667
111,3696335834
112,3728269250
113,3793126542
114,3826666459
115,3860400417
116,3893083125
117,3925446750
118,3960396792
119,3992563334
120,4026989834
121,4060483375
122,4092941792
123,4126430292
124,4160393459
125,4190692084
126,4222882000
127,4255170792
128,4288376042
129,4323071375
130,4359661084
131,4391428292
132,4420787459
133,4458358750
134,4491066125
