t_ns,ch1_V,ch2_V,ch3_V
0,1.318681,1.323077,1.328938
956541,1.317949,1.329670,1.326740
956541,1.315018,1.314286,1.315018
981000,1.309158,1.323077,1.319414
1962499,1.319414,1.329670,1.327473
1980749,1.312821,1.322344,1.317949
2956040,1.312088,1.319414,1.323077
2956040,1.323077,1.320879,1.320879
2984249,1.323810,1.319414,1.318681
3903957,1.326740,1.324542,1.323810
3903957,1.315751,1.317949,1.320147
3989541,1.313553,1.319414,1.320879
4933040,1.306960,1.320147,1.319414
4933040,1.310623,1.314286,1.316484
4986707,1.326740,1.304029,1.322344
5939165,1.327473,1.300366,1.320147
5939165,1.335531,1.316484,1.326007
5984415,1.342857,1.329670,1.326740
6930333,1.350183,1.336996,1.319414
6993999,1.346520,1.345055,1.320879
7895791,1.315751,1.342857,1.317216
7989457,1.260806,1.332601,1.312088
7989457,1.199267,1.322344,1.311355
8900374,1.198535,1.318681,1.316484
8999290,1.271795,1.317216,1.316484
8999290,1.337729,1.314286,1.320879
9909499,1.390476,1.293773,1.318681
9909499,1.342857,1.230037,1.313553
9993749,1.331868,1.244689,1.326007
10924999,1.342857,1.273260,1.320147
10924999,1.326007,1.309158,1.320879
11009791,1.314286,1.375824,1.313553
11921915,1.323810,1.437363,1.318681
12013124,1.328938,1.463004,1.321612
12955082,1.320147,1.410989,1.317949
12955082,1.312088,1.318681,1.315751
13009708,1.302564,1.290110,1.317949
13963207,1.298901,1.289377,1.317949
13963207,1.309158,1.294505,1.323077
14009874,1.319414,1.301099,1.330403
14940457,1.326740,1.306227,1.330403
14940457,1.310623,1.295238,1.323810
14993082,1.319414,1.300366,1.317949
16798665,1.320879,1.309158,1.320147
16798665,1.281319,1.303297,1.306960
16798665,1.293773,1.306227,1.310623
19278832,1.297436,1.308425,1.313553
19278832,1.301832,1.308425,1.302564
19278832,1.313553,1.323077,1.320147
19278832,1.304029,1.320879,1.329670
49956415,1.307692,1.321612,1.331136
49956415,1.303297,1.334066,1.325275
50939040,1.271795,1.342125,1.322344
50996500,1.284249,1.316484,1.315018
51919208,1.326007,1.323810,1.328938
51919208,1.341392,1.313553,1.320147
51992415,1.380952,1.290842,1.323810
52896540,1.392674,1.279121,1.305495
53012999,1.329670,1.316484,1.323810
53012999,1.298168,1.326740,1.320879
53956457,1.302564,1.344322,1.321612
53956457,1.312088,1.331136,1.312821
53956457,1.320147,1.323077,1.326740
56838458,1.305495,1.317216,1.312088
56838458,1.294505,1.309158,1.309890
