frame_idx,t_ns
0,0
1,31826209
2,61575334
3,95062334
4,128253250
5,161488709
6,193816042
7,227688000
8,261032917
9,294207375
10,325616584
11,360043459
12,394062000
13,426638209
14,459205042
15,490411792
16,522664292
17,555504000
18,589279334
19,623161375
20,657075000
21,689425792
22,722012292
23,754758459
24,787834542
25,820514000
26,851683542
27,886059625
28,920869125
29,952797709
30,985901959
31,1020213292
32,1051565667
33,1085771917
34,1118059459
35,1150331084
36,1184104209
37,1216874792
38,1249979709
39,1283250750
40,1315683959
41,1347903875
42,1382060209
43,1414196209
44,1448792375
45,1479559667
46,1514168459
47,1548218667
48,1581753209
49,1612770834
50,1645777750
51,1678176000
52,1710925375
53,1746145750
54,1779793709
55,1811682792
56,1844718709
57,1878762875
58,1913857000
59,1945154959
60,1977516334
61,2009974834
62,2042400417
63,2078713584
64,2109706750
65,2142315375
66,2175205834
67,2206254167
68,2240406125
69,2273412750
70,2306221334
71,2339223250
72,2372976042
73,2404689042
74,2437314209
75,2471515084
76,2504638250
77,2538587000
78,2572297959
79,2636614250
80,2669683334
81,2702745500
82,2735859750
83,2768586292
84,2802722459
85,2834544917
86,2867628959
87,2900258459
88,2933106917
89,2966598250
90,3002271375
91,3034621500
92,3066594125
93,3098874917
94,3134760125
95,3167666875
96,3198989834
97,3232467334
98,3263860209
99,3295017792
100,3328518875
101,3361820209
102,3395506084
103,3427754834
104,3460400917
105,3493793959
106,3526493625
107,3560324000
108,3594427375
109,3626865959
110,3659489542
111,3693012917
112,3725913959
113,3758703959
114,3792658917
115,3825002459
116,3857713042
117,3891121000
118,3923209000
119,3956569167
120,3993453375
121,4023656417
122,4058153292
123,4091775167
124,4123518709
125,4156063209
126,4188608167
127,4220099209
128,4252786417
129,4289546167
130,4321685209
