frame_idx,t_ns
0,0
1,34992541
2,66326958
3,102454958
4,131671541
5,165475750
6,197799958
7,229995750
8,263318000
9,296138541
10,328333250
11,360969000
12,395393958
13,428076375
14,461083541
15,495457166
16,527436333
17,562109708
18,594440666
19,627042875
20,660149666
21,693835500
22,726008166
23,760173500
24,792547333
25,824980875
26,858344625
27,923192875
28,956361541
29,990073958
30,1022220541
31,1055293166
32,1091402875
33,1124442916
34,1155444666
35,1187642291
36,1219872958
37,1253046541
38,1286574291
39,1320007250
40,1352328666
41,1384162666
42,1416082291
43,1448895708
44,1482063375
45,1514889500
46,1548194541
47,1584085000
48,1615040958
49,1646976541
50,1681535916
51,1715576750
52,1748890875
53,1781249666
54,1811956083
55,1844113666
56,1878210458
57,1911561625
58,1945588583
59,1980611833
60,2013117000
61,2045535750
62,2078264208
63,2111464458
64,2144277625
65,2180166791
66,2211052958
67,2244612375
68,2277480000
69,2309236041
70,2345127500
71,2378418125
72,2409418083
73,2441450916
74,2474145666
75,2505624291
76,2538750208
77,2573964416
78,2606131833
79,2638439166
80,2671081375
81,2704703000
82,2739124083
83,2773450791
84,2804900625
85,2838208416
86,2871101750
87,2903845583
88,2937294416
89,2971082250
90,3002832541
91,3036239041
92,3068813750
93,3102373583
94,3135099083
95,3168415833
96,3200334166
97,3234997458
98,3269802500
99,3301599083
100,3333151958
101,3367180625
102,3398543250
103,3431381166
104,3467249500
105,3499939125
106,3530395000
107,3563387166
108,3596202541
109,3628988208
110,3661571750
111,3695412250
112,3728067541
113,3762158791
114,3793636375
115,3826464375
116,3860964208
117,3894500958
118,3927279833
119,3960927458
120,3993548000
121,4026072791
122,4058504000
123,4092347708
124,4125271583
125,4159095375
126,4223078375
127,4255337000
128,4290075208
129,4319908125
