t_s,amp
0.000000,0.040588
0.010000,0.042053
0.020000,0.038239
0.023220,0.044189
0.033220,0.087646
0.043220,0.174927
0.046440,0.112976
0.056440,0.044952
0.066440,0.038422
0.069660,0.036926
0.079660,0.036743
0.089660,0.028992
0.092880,0.033325
0.102880,0.043213
0.112880,0.037750
0.116100,0.039673
0.126100,0.038788
0.136100,0.039398
0.139320,0.037109
0.149320,0.036163
0.159320,0.034912
0.162540,0.030975
0.172540,0.033966
0.182540,0.036743
0.185760,0.040497
0.195760,0.039062
0.205760,0.019287
0.208980,0.045502
0.218980,0.044525
0.228980,0.041107
0.232200,0.036957
0.242200,0.038147
0.252200,0.036346
0.255420,0.032745
0.265420,0.034698
0.275420,0.027985
0.278639,0.047668
0.288639,0.048035
0.298639,0.027161
0.301859,0.053375
0.311859,0.052063
0.321859,0.037292
0.325079,0.043243
0.335079,0.035767
0.345079,0.033020
0.348299,0.033661
0.358299,0.032806
0.368299,0.016357
0.371519,0.033539
0.381519,0.030914
0.391519,0.028198
0.394739,0.036530
0.404739,0.036957
0.414739,0.034973
0.417959,0.032532
0.427959,0.030334
0.437959,0.018616
0.441179,0.034454
0.451179,0.033417
0.461179,0.022736
0.464399,0.034698
0.474399,0.043365
0.484399,0.042297
0.487619,0.036011
0.497619,0.038971
0.507619,0.020874
0.510839,0.036041
0.520839,0.047546
0.530839,0.040802
0.534059,0.042603
0.544059,0.048157
0.554059,0.041229
0.557279,0.046753
0.567279,0.031250
0.577279,0.013611
0.580499,0.039276
0.590499,0.027435
0.600499,0.017548
0.603719,0.017548
0.613719,0.017578
0.623719,0.014587
0.626939,0.017181
0.636939,0.014954
0.646939,0.023956
0.650159,0.025604
0.660159,0.023132
0.670159,0.033691
0.673379,0.029785
0.683379,0.045563
0.693379,0.033295
0.696599,0.029755
0.706599,0.033386
0.716599,0.028351
0.719819,0.039398
0.729819,0.032776
0.739819,0.014801
0.743039,0.011475
0.753039,0.011139
0.763039,0.012756
0.766259,0.018127
0.776259,0.017609
0.786259,0.020203
0.789478,0.015747
0.799478,0.010468
0.809478,0.005951
0.812698,0.052216
0.822698,0.029785
0.832698,0.015900
0.835918,0.052704
0.845918,0.017609
0.855918,0.047668
0.859138,0.022675
0.869138,0.042480
0.879138,0.015961
0.882358,0.019897
0.892358,0.027039
0.902358,0.017548
0.905578,0.025574
0.915578,0.016907
0.925578,0.011749
0.928798,0.045288
0.938798,0.015930
0.948798,0.022766
0.952018,0.041901
0.962018,0.015839
0.972018,0.047852
0.975238,0.026367
0.985238,0.046661
0.995238,0.018951
0.998458,0.011963
1.008458,0.024963
1.018458,0.014404
1.021678,0.015015
1.031678,0.018951
1.041678,0.008301
1.044898,0.006287
1.054898,0.005920
1.064898,0.009521
1.068118,0.009949
1.078118,0.015045
1.088118,0.009521
1.091338,0.011871
1.101338,0.014069
1.111338,0.010956
1.114558,0.009491
1.124558,0.009094
1.134558,0.006866
1.137778,0.013550
1.147778,0.011230
1.157778,0.004822
1.160998,0.010681
1.170998,0.007690
1.180998,0.008087
1.184218,0.013092
1.194218,0.009460
1.204218,0.011230
1.207438,0.009521
1.217438,0.016571
1.227438,0.009552
1.230658,0.009827
1.240658,0.011780
1.250658,0.010406
1.253878,0.008484
1.263878,0.013611
1.273878,0.008026
1.277098,0.010437
1.287098,0.015564
1.297098,0.014618
1.300317,0.012421
1.310317,0.013031
1.320317,0.007660
1.323537,0.008270
1.333537,0.012512
1.343537,0.012451
1.346757,0.012726
1.356757,0.010223
1.366757,0.013153
1.369977,0.008179
1.379977,0.036499
1.389977,0.040405
1.393197,0.017181
1.403197,0.020233
1.413197,0.022186
1.416417,0.015228
1.426417,0.019714
1.436417,0.016785
1.439637,0.022644
1.449637,0.052643
1.459637,0.012909
1.462857,0.013763
1.472857,0.019287
1.482857,0.015228
1.486077,0.015259
1.496077,0.017700
1.506077,0.016815
1.509297,0.025818
1.519297,0.020233
1.529297,0.010132
1.532517,0.018707
1.542517,0.018982
1.552517,0.017120
1.555737,0.023956
1.565737,0.024872
1.575737,0.019745
1.578957,0.027588
1.588957,0.025024
1.598957,0.017212
1.602177,0.025909
1.612177,0.025146
1.622177,0.020447
1.625397,0.025146
1.635397,0.020142
1.645397,0.021240
1.648617,0.020477
1.658617,0.022003
1.668617,0.019348
1.671837,0.023438
1.681837,0.013519
1.691837,0.012573
1.695057,0.026855
1.705057,0.022736
1.715057,0.013000
1.718277,0.014679
1.728277,0.017761
1.738277,0.010010
1.741497,0.017761
1.751497,0.022583
1.761497,0.021393
1.764717,0.017334
1.774717,0.016602
1.784717,0.011414
1.787937,0.011688
1.797937,0.014771
1.807937,0.007996
1.811156,0.046234
1.821156,0.039581
1.831156,0.026520
1.834376,0.035156
1.844376,0.038208
1.854376,0.016327
1.857596,0.028687
1.867596,0.023926
1.877596,0.012909
1.880816,0.032898
1.890816,0.035828
1.900816,0.027435
1.904036,0.040436
1.914036,0.038605
1.924036,0.017334
1.927256,0.031952
1.937256,0.034058
1.947256,0.025116
1.950476,0.033844
1.960476,0.036682
1.970476,0.033661
1.973696,0.034119
1.983696,0.045715
1.993696,0.018524
1.996916,0.053650
2.006916,0.052551
2.016916,0.032471
2.020136,0.044098
2.030136,0.045319
2.040136,0.036804
2.043356,0.025726
2.053356,0.018158
2.063356,0.006134
2.066576,0.016052
2.076576,0.013580
2.086576,0.007141
2.089796,0.013428
2.099796,0.010223
2.109796,0.014191
2.113016,0.011047
2.123016,0.015625
2.133016,0.018738
2.136236,0.015686
2.146236,0.017212
2.156236,0.011292
2.159456,0.009430
2.169456,0.070312
2.179456,0.031982
2.182676,0.078491
2.192676,0.065674
2.202676,0.075256
2.205896,0.061493
2.215896,0.071167
2.225896,0.026062
2.229116,0.065155
2.239116,0.058716
2.249116,0.033051
2.252336,0.029633
2.262336,0.019470
2.272336,0.012634
2.275556,0.020386
2.285556,0.029358
2.295556,0.022339
2.298776,0.042358
2.308776,0.045288
2.318776,0.026306
2.321995,0.030640
2.331995,0.037842
2.341995,0.029968
2.345215,0.030853
2.355215,0.021118
2.365215,0.012299
2.368435,0.022980
2.378435,0.021332
2.388435,0.015717
2.391655,0.014069
2.401655,0.008820
2.411655,0.012421
2.414875,0.011139
2.424875,0.017090
2.434875,0.011719
2.438095,0.013000
2.448095,0.013977
2.458095,0.013794
2.461315,0.027313
2.471315,0.016052
2.481315,0.040985
2.484535,0.040192
2.494535,0.051971
2.504535,0.032776
2.507755,0.053162
2.517755,0.063599
2.527755,0.066437
2.530975,0.065155
2.540975,0.059448
2.550975,0.042603
2.554195,0.066132
2.564195,0.073517
2.574195,0.068024
2.577415,0.075256
2.587415,0.081146
2.597415,0.042542
2.600635,0.068878
2.610635,0.072021
2.620635,0.044312
2.623855,0.123016
2.633855,0.043762
2.643855,0.040405
2.647075,0.047546
2.657075,0.043518
2.667075,0.024719
2.670295,0.040619
2.680295,0.162231
2.690295,0.115570
