t_s,amp
0.000000,0.011322
0.010000,0.010315
0.020000,0.012512
0.023220,0.011688
0.033220,0.007477
0.043220,0.009918
0.046440,0.010132
0.056440,0.014679
0.066440,0.011261
0.069660,0.013611
0.079660,0.007477
0.089660,0.008331
0.092880,0.008545
0.102880,0.009094
0.112880,0.010406
0.116100,0.013214
0.126100,0.011139
0.136100,0.009979
0.139320,0.012177
0.149320,0.013885
0.159320,0.009186
0.162540,0.010193
0.172540,0.012726
0.182540,0.008759
0.185760,0.010468
0.195760,0.013336
0.205760,0.015747
0.208980,0.015259
0.218980,0.016327
0.228980,0.020172
0.232200,0.018097
0.242200,0.015930
0.252200,0.007629
0.255420,0.014771
0.265420,0.013214
0.275420,0.014648
0.278639,0.016754
0.288639,0.011108
0.298639,0.011749
0.301859,0.009338
0.311859,0.011169
0.321859,0.007507
0.325079,0.013245
0.335079,0.011261
0.345079,0.006256
0.348299,0.011963
0.358299,0.008545
0.368299,0.007050
0.371519,0.178528
0.381519,0.017822
0.391519,0.010773
0.394739,0.012756
0.404739,0.010986
0.414739,0.011078
