t_s,amp
0.000000,0.012085
0.010000,0.014099
0.020000,0.006378
0.023220,0.008148
0.033220,0.009888
0.043220,0.007202
0.046440,0.011902
0.056440,0.010315
0.066440,0.011383
0.069660,0.013733
0.079660,0.010834
0.089660,0.006744
0.092880,0.009338
0.102880,0.011139
0.112880,0.009766
0.116100,0.010773
0.126100,0.009583
0.136100,0.010559
0.139320,0.012665
0.149320,0.014038
0.159320,0.015045
0.162540,0.009857
0.172540,0.014526
0.182540,0.008087
0.185760,0.009369
0.195760,0.011444
0.205760,0.007843
0.208980,0.013641
0.218980,0.011169
0.228980,0.009674
0.232200,0.009644
0.242200,0.007782
0.252200,0.007172
0.255420,0.011993
0.265420,0.011444
0.275420,0.009705
0.278639,0.011932
0.288639,0.015015
0.298639,0.013977
0.301859,0.013336
0.311859,0.022034
0.321859,0.013885
0.325079,0.022003
0.335079,0.023987
0.345079,0.021301
0.348299,0.022156
0.358299,0.028351
0.368299,0.027771
0.371519,0.019409
0.381519,0.021820
0.391519,0.022858
0.394739,0.019470
0.404739,0.019714
0.414739,0.014313
0.417959,0.019104
0.427959,0.017761
0.437959,0.012421
0.441179,0.016907
0.451179,0.015778
0.461179,0.011230
0.464399,0.014130
0.474399,0.012634
0.484399,0.012756
0.487619,0.014923
0.497619,0.011383
0.507619,0.013702
0.510839,0.012573
0.520839,0.012512
0.530839,0.006683
0.534059,0.011292
0.544059,0.010101
0.554059,0.003235
0.557279,0.011810
0.567279,0.009918
0.577279,0.007538
0.580499,0.009216
0.590499,0.010437
0.600499,0.009399
0.603719,0.007904
0.613719,0.012115
0.623719,0.012909
0.626939,0.010681
0.636939,0.010864
0.646939,0.009460
0.650159,0.011963
0.660159,0.016327
0.670159,0.008392
0.673379,0.012787
0.683379,0.011688
0.693379,0.008698
0.696599,0.010925
0.706599,0.016205
0.716599,0.012848
0.719819,0.025574
0.729819,0.016510
0.739819,0.016357
0.743039,0.020264
0.753039,0.017181
0.763039,0.013519
0.766259,0.017242
0.776259,0.015320
0.786259,0.014557
0.789478,0.012665
0.799478,0.018097
0.809478,0.013428
0.812698,0.015930
0.822698,0.013672
0.832698,0.014832
0.835918,0.011017
0.845918,0.013519
0.855918,0.007263
0.859138,0.009949
0.869138,0.014099
0.879138,0.011139
0.882358,0.008881
0.892358,0.013977
0.902358,0.013092
0.905578,0.011658
0.915578,0.015778
0.925578,0.016571
0.928798,0.015259
0.938798,0.018219
0.948798,0.018005
0.952018,0.024200
0.962018,0.015106
0.972018,0.013428
0.975238,0.026337
0.985238,0.024109
0.995238,0.015289
0.998458,0.023438
1.008458,0.043213
1.018458,0.033051
1.021678,0.023712
1.031678,0.043213
1.041678,0.054993
1.044898,0.051056
1.054898,0.060608
1.064898,0.056671
1.068118,0.061218
1.078118,0.053101
1.088118,0.058441
1.091338,0.050262
1.101338,0.093994
1.111338,0.038910
1.114558,0.084930
1.124558,0.089264
1.134558,0.091827
1.137778,0.093964
1.147778,0.085388
1.157778,0.060394
1.160998,0.085083
1.170998,0.064209
1.180998,0.059509
1.184218,0.055664
1.194218,0.057800
1.204218,0.058197
1.207438,0.078033
1.217438,0.086365
1.227438,0.040283
1.230658,0.097260
1.240658,0.084198
1.250658,0.083954
1.253878,0.074097
1.263878,0.060425
1.273878,0.031494
1.277098,0.037720
1.287098,0.023773
1.297098,0.024536
1.300317,0.019592
1.310317,0.027008
1.320317,0.024689
1.323537,0.027527
1.333537,0.028473
1.343537,0.035767
1.346757,0.030396
1.356757,0.026459
1.366757,0.018433
1.369977,0.032410
1.379977,0.025757
1.389977,0.017487
1.393197,0.024414
1.403197,0.018860
1.413197,0.018921
1.416417,0.019836
1.426417,0.022339
1.436417,0.021667
1.439637,0.025696
1.449637,0.037842
1.459637,0.025818
1.462857,0.037964
1.472857,0.037445
1.482857,0.050842
1.486077,0.051361
1.496077,0.056671
1.506077,0.017303
1.509297,0.059052
1.519297,0.054382
1.529297,0.054993
1.532517,0.117920
1.542517,0.062531
1.552517,0.021698
1.555737,0.063721
1.565737,0.061493
1.575737,0.054443
1.578957,0.048889
1.588957,0.027710
1.598957,0.006287
1.602177,0.015808
1.612177,0.012970
1.622177,0.013336
1.625397,0.182037
1.635397,0.046234
1.645397,0.015472
1.648617,0.038086
1.658617,0.032928
1.668617,0.029266
1.671837,0.032654
1.681837,0.023590
1.691837,0.012024
1.695057,0.016235
1.705057,0.018768
1.715057,0.014099
1.718277,0.011353
1.728277,0.027008
1.738277,0.075684
1.741497,0.056427
1.751497,0.069519
1.761497,0.024017
1.764717,0.061554
1.774717,0.062988
1.784717,0.067139
1.787937,0.053375
1.797937,0.045929
1.807937,0.024078
1.811156,0.052887
1.821156,0.059631
1.831156,0.047119
1.834376,0.052032
1.844376,0.049713
1.854376,0.045410
1.857596,0.053284
1.867596,0.046692
