frame_idx,t_ns
0,0
1,29652400
2,58279200
3,113253200
4,139666900
5,172100400
6,205056600
7,235472300
8,268779700
9,299130500
10,333026100
11,363481600
12,400857900
13,448944500
14,487061100
15,507237500
16,538325400
17,572739700
18,606315300
19,637813500
20,668473800
21,697926900
22,730247800
23,762266500
24,811998100
25,845963300
26,874028300
27,905933800
28,943635600
29,970279600
30,1002377200
31,1037340300
32,1065807700
33,1099040700
34,1148529300
35,1182986000
36,1212268000
37,1241757400
38,1275126600
39,1308549100
40,1338648800
41,1373752500
42,1402812600
43,1433857700
