t_s,amp
0.000000,0.021942
0.010000,0.025452
0.020000,0.027618
0.023220,0.030457
0.033220,0.030945
0.043220,0.030090
0.046440,0.022736
0.056440,0.028931
0.066440,0.017548
0.069660,0.026642
0.079660,0.025543
0.089660,0.037964
0.092880,0.031464
0.102880,0.030548
0.112880,0.033081
0.116100,0.028534
0.126100,0.035980
0.136100,0.020569
0.139320,0.032196
0.149320,0.029785
0.159320,0.024231
0.162540,0.024445
0.172540,0.022675
0.182540,0.015900
0.185760,0.020416
0.195760,0.018250
0.205760,0.012482
0.208980,0.013000
0.218980,0.014465
0.228980,0.010193
0.232200,0.012299
0.242200,0.017334
0.252200,0.009583
0.255420,0.006470
0.265420,0.008911
0.275420,0.006531
0.278639,0.011292
0.288639,0.011017
0.298639,0.005798
0.301859,0.011414
0.311859,0.011475
0.321859,0.006409
0.325079,0.007629
0.335079,0.006592
0.345079,0.006653
0.348299,0.011505
0.358299,0.010376
0.368299,0.009979
0.371519,0.173462
0.381519,0.047302
0.391519,0.009216
0.394739,0.013062
0.404739,0.013489
0.414739,0.005157
