frame_idx,t_ns
0,0
1,32273300
2,64900300
3,98401900
4,128426800
5,160555700
6,192276300
7,223733700
8,256972600
9,303344500
10,337812900
11,367153700
12,400845200
13,432140600
14,463375900
15,495792400
16,527709900
17,559578400
18,591118000
19,638942800
20,671894900
21,703882200
22,735207900
23,767124800
24,805582000
25,831471200
26,865158400
27,896257300
28,927152600
29,974967500
30,1006993500
31,1039123300
32,1071102300
33,1106388200
34,1137056200
35,1167503800
36,1199858900
37,1231246900
38,1263443400
39,1295025900
40,1342964800
41,1376560900
42,1408556500
43,1439016300
44,1473095900
45,1503236100
46,1536775700
47,1568432000
48,1600336800
49,1631237900
50,1679482100
51,1711539800
52,1743603700
53,1775196200
54,1807611100
55,1839476000
56,1872747300
57,1903164200
58,1941145800
59,1968546500
60,2015794800
61,2047286600
62,2081383000
63,2112720100
64,2143009600
65,2177074000
66,2207215300
67,2238964000
68,2271034600
69,2305939300
70,2367109900
71,2415207100
72,2463095900
73,2510949000
74,2559094500
75,2607155200
76,2655331300
77,2718989000
78,2768181500
79,2818231700
80,2865967300
81,2911227200
