frame_idx,t_ns
0,0
1,37943500
2,67869100
3,98235200
4,133590700
5,168090300
6,216137100
7,248891600
8,275741600
9,305584600
10,337389000
11,368903700
12,402822400
13,436506800
14,469824800
15,497338900
16,529583100
17,571369200
18,608144200
19,642530100
20,672012500
21,706157900
22,743979800
23,778117400
24,800094000
25,835033100
26,865927700
27,898841000
28,929208200
29,961685200
30,1013663100
31,1040144700
32,1073336100
33,1114255600
34,1137010700
35,1168137300
36,1203778200
37,1232471500
38,1266595600
39,1298698800
40,1338841700
41,1362820400
42,1412273100
43,1443269500
44,1473467900
45,1511602300
46,1538475600
47,1567800100
48,1607706300
49,1632491000
50,1665178500
51,1708802200
52,1734602900
53,1761668300
54,1808958400
55,1840105800
56,1872011900
57,1912714100
58,1937693500
59,1969904500
60,1999838800
61,2039177700
62,2066818500
63,2096192500
64,2140117800
65,2163557400
66,2212736200
67,2240201400
68,2283979500
69,2305451500
70,2335728000
71,2368548800
72,2401419000
73,2432571400
74,2471553500
75,2498082300
76,2531988600
77,2559930000
78,2608776700
79,2645643200
80,2674272200
81,2703338600
82,2737596700
83,2768927500
84,2799210500
85,2831168900
86,2870860300
87,2895869000
88,2927983600
89,2966509700
90,3011684400
91,3043934900
92,3071244200
93,3106614900
94,3135131400
95,3171729100
96,3203157200
97,3231754000
98,3264440400
99,3295851800
100,3329374300
101,3360446900
102,3414814400
103,3439659400
104,3471041800
105,3508134300
106,3544132100
107,3567310100
108,3605061200
109,3641342100
110,3663119300
111,3699652000
112,3727557200
113,3760330300
114,3808844200
115,3844229500
116,3871640600
117,3905494400
118,3935274900
119,3969431700
120,4002348400
121,4032518600
122,4072247200
123,4096403000
124,4127459700
125,4159697200
126,4209765900
127,4239965700
128,4270999100
129,4304428800
130,4348719300
131,4371731100
132,4399982800
133,4444727800
134,4468271500
135,4495066500
136,4536319100
137,4564055900
138,4611833900
139,4639931900
140,4675603400
141,4705673500
142,4735022100
143,4776944000
144,4800630600
145,4832733300
146,4880667200
147,4895879000
148,4932241300
149,4960609200
150,5011365800
151,5041441700
152,5071502100
153,5110059200
154,5138876100
155,5167466700
156,5210360700
157,5231566300
158,5263893100
159,5298538900
160,5330758900
161,5360645400
162,5412655400
163,5439623400
164,5483931700
165,5513901100
