frame_idx,t_ns
0,0
1,38674300
2,65854300
3,97862500
4,128388200
5,160731300
6,192748500
7,226701500
8,258986100
9,292968200
10,326789200
11,371117700
12,404030300
13,438344600
14,466454000
15,497443300
16,528425300
17,566120600
18,597310500
19,626137700
20,658796600
21,693332900
22,722867600
23,777351900
24,802158200
25,832477200
26,866815200
27,896595100
28,930115500
29,960091000
30,997539700
31,1031410000
32,1063677900
33,1089971600
34,1122236900
35,1174821400
36,1205641900
37,1245209600
38,1266124000
39,1306654300
40,1337508800
41,1360253500
42,1403125200
43,1428688600
44,1457549700
45,1489171400
46,1520872700
47,1569894500
48,1601946700
49,1636074400
50,1668834800
51,1696336000
52,1733700400
53,1761429200
54,1793281100
55,1826463900
56,1856637300
57,1888038400
58,1929494200
59,1974979900
60,2002999400
61,2033266100
62,2065988000
63,2096813400
64,2128926900
65,2164918700
66,2191905100
67,2228394900
68,2263414300
69,2288144000
70,2320075600
71,2371768400
72,2411538600
73,2431095500
74,2465042900
75,2497477500
76,2528857400
77,2561723700
78,2591608700
79,2624519300
80,2658725600
81,2687094400
82,2719188800
83,2766895500
84,2807481800
85,2833712400
86,2863194000
87,2899722000
88,2931997200
89,2959243600
90,2998114500
91,3023041300
92,3054878900
93,3093147600
94,3121413300
95,3173310900
96,3199138900
97,3231412000
98,3265501100
99,3295926500
100,3327799400
101,3370048600
102,3391197400
103,3424791700
104,3459923300
105,3489039200
106,3520544800
107,3566991900
108,3605004300
109,3636987700
110,3663099700
111,3695447100
112,3735659600
113,3760026500
114,3791782100
115,3826654600
116,3855073200
117,3893121900
118,3921317100
119,3967671600
120,4006651700
121,4031273700
122,4071782700
123,4101847100
124,4127297700
125,4165828700
126,4196011000
127,4224149500
128,4262399400
129,4290138100
130,4320207700
131,4368156700
132,4402669800
133,4441025300
134,4464146200
135,4498094700
136,4527451400
137,4559238200
138,4592927900
139,4630107300
140,4656564800
141,4688794300
142,4730437000
143,4775326200
144,4803638900
145,4836595000
146,4863428200
147,4895725800
148,4934248100
149,4961524600
150,4996370000
151,5024402000
152,5056102700
153,5091106800
154,5122380800
155,5171492400
156,5199889800
157,5232257900
158,5263489600
159,5299729700
160,5327237500
161,5373139500
162,5400656200
163,5423909800
164,5455372200
165,5503497800
166,5521184700
167,5566976300
168,5604977800
169,5631783900
170,5664792200
171,5697000400
172,5728028700
173,5759583000
174,5791422800
175,5831167200
176,5855065500
177,5887776200
178,5919218100
179,5969011400
180,6002808100
181,6031465000
182,6063187700
