timestamp	ch1	ch2	ch3
00:00:00.000	1.302564	1.343590	1.320879
00:00:00.000	1.311355	1.321612	1.328205
00:00:00.001	1.307692	1.304029	1.315751
00:00:00.001	1.323077	1.312088	1.322344
00:00:00.001	1.317949	1.309158	1.318681
00:00:00.002	1.315751	1.309158	1.318681
00:00:00.002	1.299634	1.293040	1.320147
00:00:00.003	1.317949	1.317949	1.323810
00:00:00.003	1.313553	1.334799	1.322344
00:00:00.003	1.299634	1.338462	1.310623
00:00:00.004	1.317949	1.351648	1.317949
00:00:00.004	1.316484	1.350183	1.326740
00:00:00.004	1.312088	1.333333	1.318681
00:00:00.005	1.317216	1.332601	1.323810
00:00:00.005	1.296703	1.306960	1.315018
00:00:00.005	1.309890	1.302564	1.312821
00:00:00.006	1.312088	1.305495	1.319414
00:00:00.006	1.315751	1.311355	1.329670
00:00:00.006	1.317216	1.304762	1.330403
00:00:00.008	1.315018	1.279121	1.322344
00:00:00.008	1.312821	1.241026	1.320147
00:00:00.010	1.307692	1.238828	1.316484
00:00:00.010	1.332601	1.287912	1.327473
00:00:00.010	1.323810	1.322344	1.315751
00:00:00.010	1.300366	1.367033	1.319414
00:00:00.010	1.306960	1.435897	1.323810
00:00:00.010	1.304762	1.429304	1.316484
00:00:00.010	1.311355	1.380220	1.331136
00:00:00.010	1.306960	1.312088	1.320147
00:00:00.010	1.315751	1.295971	1.312088
00:00:00.044	1.315018	1.321612	1.326007
00:00:00.044	1.306227	1.315018	1.315018
00:00:00.044	1.305495	1.311355	1.315018
00:00:00.044	1.297436	1.311355	1.317216
00:00:00.044	1.309890	1.328205	1.326740
00:00:00.044	1.304029	1.305495	1.320879
00:00:00.045	1.306227	1.290110	1.312821
00:00:00.045	1.303297	1.299634	1.320879
00:00:00.045	1.322344	1.312088	1.319414
00:00:00.047	1.320147	1.306960	1.309158
00:00:00.047	1.329670	1.315751	1.320879
00:00:00.047	1.323077	1.319414	1.323810
00:00:00.047	1.312821	1.316484	1.315018
00:00:00.047	1.309158	1.309890	1.316484
00:00:00.048	1.309890	1.320879	1.328938
00:00:00.048	1.307692	1.319414	1.326007
00:00:00.048	1.307692	1.314286	1.313553
00:00:00.049	1.306227	1.319414	1.320147
00:00:00.049	1.320879	1.322344	1.323810
00:00:00.049	1.312821	1.315018	1.307692
00:00:00.050	1.319414	1.321612	1.326007
00:00:00.050	1.322344	1.324542	1.327473
00:00:00.050	1.317949	1.326007	1.323810
00:00:00.051	1.315751	1.323077	1.323077
00:00:00.052	1.307692	1.317949	1.322344
00:00:00.052	1.319414	1.323810	1.323077
00:00:00.052	1.319414	1.322344	1.319414
00:00:00.052	1.309890	1.311355	1.317216
00:00:00.053	1.314286	1.330403	1.326740
00:00:00.053	1.320147	1.337729	1.327473
00:00:00.053	1.319414	1.330403	1.323077
00:00:00.054	1.307692	1.318681	1.314286
00:00:00.054	1.308425	1.322344	1.327473
00:00:00.054	1.313553	1.310623	1.320879
00:00:00.055	1.310623	1.299634	1.322344
00:00:00.055	1.300366	1.303297	1.312821
00:00:00.056	1.311355	1.319414	1.328938
00:00:00.056	1.319414	1.322344	1.327473
00:00:00.056	1.329670	1.324542	1.318681
00:00:00.057	1.308425	1.322344	1.319414
00:00:00.057	1.312821	1.328938	1.325275
00:00:00.057	1.317216	1.331868	1.323810
00:00:00.058	1.311355	1.323077	1.315751
00:00:00.058	1.303297	1.315018	1.319414
00:00:00.058	1.316484	1.328205	1.326007
00:00:00.059	1.315018	1.324542	1.322344
00:00:00.059	1.307692	1.311355	1.315018
00:00:00.059	1.300366	1.306960	1.318681
00:00:00.060	1.317216	1.324542	1.331868
00:00:00.060	1.318681	1.321612	1.323077
00:00:00.092	1.308425	1.311355	1.312821
00:00:00.093	1.323077	1.323810	1.323810
00:00:00.093	1.321612	1.319414	1.323810
00:00:00.093	1.312821	1.315751	1.318681
00:00:00.094	1.309890	1.319414	1.322344
00:00:00.094	1.305495	1.317949	1.315751
00:00:00.095	1.300366	1.318681	1.317949
00:00:00.095	1.309890	1.325275	1.323810
00:00:00.095	1.311355	1.332601	1.317216
00:00:00.096	1.313553	1.321612	1.316484
00:00:00.096	1.320147	1.322344	1.317949
00:00:00.096	1.321612	1.322344	1.320879
00:00:00.097	1.312088	1.317949	1.311355
00:00:00.097	1.311355	1.326007	1.321612
00:00:00.097	1.309890	1.328205	1.318681
00:00:00.098	1.309158	1.328938	1.319414
00:00:00.098	1.313553	1.320879	1.323810
00:00:00.098	1.322344	1.314286	1.326740
00:00:00.099	1.315751	1.309158	1.323077
00:00:00.099	1.319414	1.303297	1.321612
00:00:00.100	1.315751	1.298168	1.320147
00:00:00.100	1.312088	1.293040	1.312821
00:00:00.100	1.319414	1.335531	1.325275
00:00:00.101	1.293773	1.345788	1.312821
00:00:00.101	1.301832	1.353114	1.316484
00:00:00.101	1.306960	1.293773	1.321612
00:00:00.102	1.309890	1.294505	1.324542
00:00:00.102	1.309890	1.312088	1.313553
00:00:00.102	1.315018	1.308425	1.321612
00:00:00.103	1.312088	1.313553	1.325275
00:00:00.103	1.309158	1.315018	1.322344
00:00:00.105	1.312088	1.323810	1.320879
00:00:00.105	1.311355	1.331868	1.319414
00:00:00.105	1.317216	1.345788	1.322344
00:00:00.105	1.324542	1.355311	1.326740
00:00:00.105	1.327473	1.364103	1.328938
00:00:00.105	1.323077	1.334066	1.325275
00:00:00.107	1.312088	1.307692	1.317216
