t_ns,ch1_V,ch2_V,ch3_V
0,1.329670,1.323810,1.320879
0,1.328205,1.314286,1.300366
508600,1.329670,1.318681,1.308425
632600,1.322344,1.320147,1.305495
632600,1.342857,1.307692,1.358242
2628400,1.311355,1.320879,1.321612
2628400,1.306227,1.318681,1.284982
2628400,1.317949,1.332601,1.296703
2628400,1.295971,1.310623,1.285714
2628400,1.309158,1.321612,1.292308
2628400,1.317949,1.317216,1.306960
4200199,1.320147,1.327473,1.333333
4200199,1.313553,1.310623,1.339194
4200199,1.290842,1.313553,1.298168
8100799,1.322344,1.327473,1.314286
8100799,1.323077,1.326007,1.329670
8100799,1.313553,1.322344,1.332601
8100799,1.309158,1.309158,1.320147
8100799,1.315018,1.312088,1.321612
8100799,1.307692,1.312821,1.345055
8100799,1.310623,1.318681,1.309158
8100799,1.309890,1.309890,1.311355
8446299,1.312088,1.314286,1.312088
8446299,1.310623,1.307692,1.311355
8446299,1.315018,1.316484,1.317216
12320099,1.312821,1.312088,1.312088
42508099,1.321612,1.317216,1.345055
42508099,1.304029,1.317949,1.299634
42508099,1.303297,1.315018,1.295238
42508099,1.303297,1.311355,1.304029
42508099,1.303297,1.315751,1.306960
42643299,1.310623,1.315751,1.308425
42643299,1.317216,1.315018,1.306960
42643299,1.336264,1.314286,1.317949
43579200,1.311355,1.312821,1.310623
43579200,1.328938,1.343590,1.335531
43579200,1.309158,1.318681,1.312821
48842699,1.298168,1.314286,1.291575
48842699,1.308425,1.314286,1.296703
48842699,1.297436,1.313553,1.297436
48842699,1.324542,1.330403,1.309158
48842699,1.301099,1.314286,1.285714
48842699,1.306960,1.309158,1.273993
48842699,1.306227,1.308425,1.273993
48842699,1.306227,1.309158,1.283516
48842699,1.305495,1.306960,1.287912
48842699,1.309158,1.298901,1.299634
48842699,1.308425,1.315018,1.290842
49162900,1.303297,1.309158,1.305495
49162900,1.304762,1.307692,1.311355
49162900,1.339194,1.333333,1.331136
49581800,1.312088,1.306227,1.310623
49581800,1.340659,1.335531,1.346520
49581800,1.315751,1.315018,1.323810
52558199,1.318681,1.308425,1.315018
52558199,1.309158,1.314286,1.314286
52558199,1.303297,1.312821,1.317216
52558199,1.296703,1.305495,1.309158
52558199,1.315018,1.326007,1.317949
53210600,1.303297,1.312088,1.309158
53210600,1.323810,1.320879,1.302564
53210600,1.306227,1.305495,1.295971
53691399,1.345055,1.334066,1.334799
53691399,1.330403,1.310623,1.306960
53691399,1.328205,1.313553,1.306960
62639099,1.328205,1.314286,1.299634
62639099,1.331868,1.307692,1.298901
62639099,1.323077,1.310623,1.315018
62639099,1.300366,1.316484,1.337729
62639099,1.301832,1.310623,1.339194
62639099,1.320879,1.334799,1.352381
62639099,1.299634,1.313553,1.307692
62639099,1.310623,1.313553,1.292308
62639099,1.312088,1.313553,1.304762
62639099,1.277656,1.311355,1.306227
62639099,1.305495,1.312821,1.309158
95437399,1.293773,1.309158,1.309158
95437399,1.293040,1.317216,1.311355
95437399,1.295238,1.309890,1.311355
95437399,1.303297,1.314286,1.300366
95437399,1.324542,1.331868,1.319414
95437399,1.318681,1.313553,1.306960
