frame_idx,t_ns
0,0
1,34057000
2,63721800
3,95711700
4,129108500
5,165925500
6,192772700
7,226113500
8,268930100
9,289393700
10,323896300
11,358486000
12,400645200
13,433336200
14,470148700
15,504983200
16,530239700
17,566472700
18,593479800
19,624859900
20,656986400
21,694777600
22,723072300
23,758203800
24,804277100
25,839547000
26,868122000
27,898157600
28,928886500
29,964201400
30,993211800
31,1027264100
32,1063026200
33,1097125200
34,1127180800
35,1155093200
36,1201780600
37,1234422200
38,1271081300
39,1297531900
40,1334996400
41,1362194700
42,1395506400
43,1429175900
44,1458825500
45,1490226500
46,1523918300
47,1553938300
48,1601057600
49,1632109900
50,1669368200
51,1697622000
52,1728357500
53,1766084600
54,1792651300
55,1823863700
56,1860094400
57,1893290200
58,1921758600
59,1955660300
