frame_idx,t_ns
0,0
1,32593800
2,62984700
3,102950200
4,128049700
5,175509800
6,209249900
7,242991100
8,271767100
9,303027000
10,335304100
11,368725500
12,398656600
13,433941500
14,466616400
15,496138900
16,535780100
17,575907000
18,608064800
19,639989500
20,673147900
21,708651600
22,735649500
23,774530700
24,809334600
25,833110700
26,865743600
27,900335900
28,928083300
29,976719500
30,1008881100
31,1043484100
32,1072124300
33,1105705500
34,1135921500
35,1171085600
36,1199524300
37,1231958100
38,1264691900
39,1296672800
40,1332942200
41,1379888200
42,1414891100
43,1440343300
44,1474079400
45,1514016800
46,1535622800
47,1576073600
48,1601093600
49,1631890500
50,1665417400
51,1700799100
52,1728025400
53,1775829000
54,1815173400
55,1846766500
56,1872442600
57,1910760500
58,1936328600
59,1970590600
60,1999674100
61,2033470200
62,2069635100
63,2096087800
64,2126865800
65,2175005600
66,2210787800
67,2239234400
68,2270738300
69,2307392800
70,2336935000
71,2367842800
72,2401110100
73,2431298400
74,2462793200
75,2496143800
76,2528608600
77,2578981600
78,2608131400
79,2639558400
80,2676392500
81,2704123800
