timestamp	ch1	ch2	ch3
00:00:00.000	1.309158	1.317216	1.307692
00:00:00.001	1.305495	1.320147	1.308425
00:00:00.001	1.303297	1.318681	1.300366
00:00:00.001	1.316484	1.320147	1.321612
00:00:00.002	1.331868	1.320147	1.330403
00:00:00.002	1.339194	1.320147	1.320879
00:00:00.003	1.386813	1.320879	1.306227
00:00:00.003	1.405861	1.323077	1.325275
00:00:00.004	1.228571	1.322344	1.358974
00:00:00.004	1.250549	1.318681	1.345055
00:00:00.004	1.312088	1.323077	1.323810
00:00:00.004	1.320147	1.319414	1.323077
00:00:00.005	1.330403	1.323810	1.308425
00:00:00.005	1.323810	1.320147	1.322344
00:00:00.005	1.317216	1.316484	1.327473
00:00:00.006	1.315018	1.317949	1.340659
00:00:00.006	1.317216	1.321612	1.336996
00:00:00.006	1.329670	1.323077	1.304029
00:00:00.007	1.345055	1.320879	1.310623
00:00:00.007	1.334799	1.309158	1.295971
00:00:00.008	1.319414	1.323810	1.311355
00:00:00.008	1.309890	1.313553	1.304762
00:00:00.008	1.315018	1.311355	1.302564
00:00:00.009	1.303297	1.318681	1.330403
00:00:00.009	1.296703	1.318681	1.336264
00:00:00.041	1.300366	1.319414	1.323810
00:00:00.042	1.304762	1.325275	1.326007
00:00:00.042	1.302564	1.323810	1.304762
00:00:00.042	1.272527	1.309158	1.295238
00:00:00.043	1.287912	1.312821	1.294505
00:00:00.043	1.297436	1.315751	1.326007
00:00:00.043	1.298901	1.320879	1.304029
00:00:00.044	1.300366	1.311355	1.286447
00:00:00.044	1.329670	1.309158	1.335531
00:00:00.044	1.371429	1.325275	1.364103
00:00:00.045	1.345055	1.331136	1.349451
00:00:00.045	1.334066	1.328205	1.323810
00:00:00.045	1.334799	1.321612	1.316484
00:00:00.046	1.315018	1.311355	1.295971
00:00:00.046	1.305495	1.312821	1.280586
00:00:00.047	1.315018	1.325275	1.298168
00:00:00.047	1.317216	1.327473	1.339194
00:00:00.047	1.320147	1.322344	1.338462
00:00:00.050	1.319414	1.326740	1.343590
00:00:00.050	1.295971	1.309890	1.315018
00:00:00.050	1.297436	1.317949	1.323810
00:00:00.051	1.300366	1.310623	1.329670
00:00:00.051	1.297436	1.312821	1.319414
00:00:00.051	1.286447	1.311355	1.313553
