frame_idx,t_ns
0,0
1,31341500
2,68280400
3,104123900
4,131612300
5,161716300
6,204850300
7,232060400
8,260436200
9,289174300
10,346914800
11,373471100
12,400794100
13,432091200
14,467892600
15,498598300
16,533101200
17,562043600
18,592762400
19,623902700
20,662793100
21,692164900
22,739436500
23,773350700
24,800126500
25,832582500
26,868397500
27,897914600
28,933864200
29,963413500
30,1004321200
31,1036379100
32,1059829000
33,1088875100
34,1139026500
35,1168288100
36,1199748800
37,1237587700
38,1269272400
39,1296207600
40,1333143000
41,1361265500
42,1393695800
43,1423892800
44,1456017600
45,1498541300
46,1540108200
47,1572779700
48,1600447500
49,1637592300
50,1666711500
51,1699178700
52,1729135200
53,1761192800
54,1794345100
55,1829523700
56,1860288500
57,1889034600
58,1936697900
59,1974767100
60,2000058400
61,2037038800
62,2066271200
63,2095355000
64,2130008100
65,2159992300
66,2199018000
67,2223069100
68,2257241600
69,2300986600
70,2341602500
71,2368534100
72,2402426900
73,2432427300
74,2467955300
75,2497378100
76,2527225000
77,2561175000
78,2593667900
79,2623085600
80,2655146100
81,2688046500
82,2741767100
83,2768648400
84,2800877500
85,2840357000
86,2864274800
87,2894659200
88,2931633600
89,2959226500
90,2992413000
91,3030099700
92,3055215000
93,3086821800
94,3134485200
95,3171679800
96,3199036300
97,3231605000
98,3265830800
99,3295107400
100,3326716100
101,3359244200
102,3397602400
103,3423383600
104,3455074900
105,3493142200
106,3535235600
107,3566830900
108,3600109400
109,3638074800
110,3665488200
111,3695623600
112,3733463500
113,3764246400
114,3790750800
115,3826382800
116,3863431100
117,3887668100
118,3934770600
119,3973715800
120,3999503400
121,4030914800
122,4065400300
123,4097128400
124,4129328800
125,4164834400
126,4194862500
127,4227056900
128,4254754400
129,4296204200
130,4345384400
131,4368646100
132,4399758400
133,4438453700
134,4464262800
135,4495700000
136,4536978300
137,4561379500
138,4590579500
139,4627677000
140,4655409900
141,4688312800
142,4735375200
143,4771383100
144,4800895800
145,4830886000
146,4866391200
147,4895300900
148,4926585100
149,4963281800
150,4991473600
151,5023357500
152,5063786500
153,5087958800
154,5137085100
155,5168221800
156,5199600100
157,5242809400
158,5266536600
159,5296384700
160,5331372000
161,5360102500
162,5398832300
163,5428548200
164,5457376200
165,5487766800
