frame_idx,t_ns
0,0
1,29993500
2,70967100
3,98387200
4,127906800
5,160785400
6,191466500
7,226849100
8,263409300
9,303199900
10,338121800
11,366666700
12,398720700
13,432699200
14,467077800
15,500002400
16,528505600
17,565881400
18,597042600
19,629128100
20,666455900
21,707760000
22,735215100
23,766384800
24,803365400
25,832634900
26,863439300
27,895994100
28,925950800
29,962374700
30,997527300
31,1028908100
32,1053303100
33,1101261600
34,1134466800
35,1166535300
36,1198497400
37,1231848000
38,1265736300
39,1293394400
40,1332972400
41,1364162100
42,1391379800
43,1421570300
44,1463878800
45,1506147100
46,1533324900
47,1566620600
48,1597136000
49,1629290500
50,1663620900
51,1694528800
52,1728187100
53,1761606100
54,1796945300
55,1821610800
56,1859397000
57,1906082700
58,1935828300
59,1966685600
60,1998446000
61,2030038900
62,2061690100
63,2094706400
64,2124835200
65,2159222100
66,2189734200
67,2221612500
68,2261534700
69,2309008000
70,2338114500
71,2364886900
72,2407145100
73,2432075500
74,2461287400
75,2496512600
76,2525079600
77,2557611000
78,2591168500
79,2622194300
80,2653174900
81,2701725900
82,2734877400
83,2764925400
84,2797621000
85,2832073000
86,2870620400
87,2893860400
88,2925062400
89,2964664700
90,2992376700
91,3021944500
92,3060389600
93,3107880700
94,3135956700
95,3166602200
96,3197310600
97,3229973300
98,3261217900
99,3298880300
100,3327359400
101,3358206100
102,3397935000
103,3420966100
104,3452895900
105,3501202900
106,3533598800
107,3574771400
108,3599633500
109,3628960300
110,3667163600
111,3696183000
112,3724909600
113,3766614800
114,3792524100
115,3821023500
116,3855261100
117,3902024300
118,3933537500
119,3965129900
120,4000318700
121,4030253600
122,4061180200
123,4105889000
124,4125561500
125,4156686800
126,4191046100
127,4221154300
128,4252873100
129,4312448700
130,4334443200
131,4377796600
132,4398580900
133,4432723200
134,4461275900
135,4494734600
136,4525505700
137,4558646500
138,4592716900
139,4621719400
140,4660309800
141,4703641400
142,4733847600
143,4765786600
144,4801118900
145,4830890200
146,4861328000
147,4898393300
148,4929136900
149,4958006800
150,4992902200
151,5022262100
152,5055648300
153,5104098800
154,5135545600
155,5166150200
156,5198066900
157,5242248800
158,5262908800
159,5298210100
160,5326346500
161,5357716200
162,5390635600
163,5422632900
164,5454009300
165,5501195200
166,5533254300
167,5565774400
168,5606565300
169,5636894500
170,5661120700
171,5706356500
172,5726089400
173,5760698200
174,5789397500
175,5822906400
176,5853582300
177,5901395100
178,5942268700
179,5966329100
180,5998709000
181,6031709200
182,6064945900
183,6093492100
184,6129339700
185,6167694400
186,6190458500
187,6220818600
188,6253312900
189,6310560600
190,6336169800
191,6371318800
192,6400012900
193,6434342500
194,6464931800
195,6496488400
