frame_idx,t_ns
0,0
1,54475100
2,80513500
3,113717200
4,146131500
5,175837000
6,208515600
7,239797600
8,273618100
9,307931700
10,341557900
11,368353200
12,406302600
13,454965900
14,482379300
15,515159200
16,547425300
17,578525500
18,614307500
19,647292400
20,679866300
21,705825800
22,737638900
23,772783300
24,802601400
25,849218400
26,880936400
27,914490800
28,946732200
29,980967200
30,1012354900
31,1045749900
32,1075800600
33,1105493600
34,1136727500
35,1168654100
36,1201439400
37,1248658200
38,1280527700
39,1314087800
40,1344249500
41,1375402600
42,1410234500
43,1441235300
44,1472228000
45,1506605000
46,1537655800
47,1569787100
48,1605452800
49,1647395100
50,1679542700
51,1711631600
52,1744428900
53,1775769100
54,1808290400
55,1843264200
56,1871385400
57,1903797400
58,1936867400
59,1970123400
60,1999722000
61,2047411300
62,2079735700
63,2115600200
64,2143470800
65,2175711000
66,2208154500
67,2239731500
68,2270841000
69,2303140200
70,2337242900
71,2367361700
72,2402262000
73,2448446000
74,2478854300
75,2511741100
76,2543955300
77,2576725300
78,2607308800
79,2639317200
80,2673434100
81,2702907600
82,2735779000
83,2767284500
84,2800887700
85,2847719600
86,2879313600
87,2911943600
88,2944512200
89,2975089800
90,3011599400
91,3039753700
92,3071162400
93,3104685900
94,3136035800
95,3167486600
96,3202573400
97,3247140400
98,3279222600
99,3311022700
100,3343676000
101,3375598400
102,3407885900
103,3441219500
104,3471588900
105,3503235100
106,3534906100
107,3568854700
108,3599241700
109,3647439600
110,3679724500
111,3711469500
112,3743275900
113,3775270700
114,3811340600
115,3838878900
116,3870887400
117,3904811400
118,3934879000
119,3967082900
120,4001703000
121,4049220400
122,4080734800
123,4111306000
124,4142871600
125,4176706500
126,4207121200
127,4241545500
128,4271302000
129,4303083000
130,4335610400
131,4378517200
132,4398770900
133,4446939400
134,4479884900
135,4512150400
136,4543407300
137,4575064900
138,4609448400
