frame_idx,t_ns
0,0
1,31931700
2,63207400
3,94698600
4,141612900
5,173906700
6,206569200
7,238677300
8,273366400
9,303032100
10,334748600
11,367424400
12,399345400
13,429766900
14,461445000
15,499739500
16,547336800
17,573788400
18,605534000
19,637633700
20,669491100
21,701431700
22,733202600
23,765647200
24,797388400
25,828810200
26,867574000
27,892955500
28,941100100
29,972941600
30,1009164400
31,1038753600
32,1069307500
33,1104452700
34,1133439600
35,1165030100
36,1200375600
37,1229372300
38,1260948800
39,1295472000
40,1342423600
41,1373211300
42,1405416000
43,1440437500
44,1468780600
45,1501243200
46,1532976000
47,1566705200
48,1596952100
49,1628674600
