frame_idx,t_ns
0,0
1,30717584
2,64136667
3,95704792
4,128022625
5,161052792
6,194064542
7,228280959
8,260939000
9,293387959
10,325960250
11,360447875
12,425774917
13,460021417
14,490892917
15,524908292
16,558123625
17,589232000
18,623998792
19,658159917
20,689205959
21,722237834
22,755686709
23,787976500
24,821158542
25,855736417
26,887312167
27,920387917
28,953225584
29,985780709
30,1019102875
31,1055515625
32,1086194709
33,1119994292
34,1152088000
35,1184359667
36,1218401917
37,1251381959
38,1284058792
39,1315902334
40,1348286417
41,1381899125
42,1415086709
43,1450059625
44,1481544625
45,1514525334
46,1547063625
47,1580515459
48,1613680042
49,1648001209
50,1679541959
51,1712866084
52,1745892250
53,1778697917
54,1812066709
55,1846198500
56,1877730834
57,1910994792
58,1944041917
59,1976728709
60,2009771667
61,2044118000
62,2075410834
63,2108485750
64,2144751334
65,2175592500
66,2209112375
67,2241184042
68,2273906042
69,2309387084
70,2341508417
71,2373042292
72,2405744167
73,2439440625
74,2471586000
75,2504205042
76,2537152917
77,2570636834
78,2603816750
79,2638135084
80,2669701834
81,2703083250
82,2736002709
83,2768856042
84,2801851792
85,2836339000
86,2868051750
87,2900810250
88,2933811500
89,2967025917
90,2999929084
91,3034463667
92,3066605250
93,3098766292
94,3131473917
95,3164456250
96,3200781250
97,3234964625
98,3266447417
99,3298961042
100,3330012709
101,3361747459
102,3398184875
103,3431698000
104,3463523334
105,3495482459
106,3528931167
107,3560199875
108,3593305667
109,3627270459
110,3658742709
111,3724523125
112,3757366084
113,3790435250
114,3824227584
115,3859247625
116,3890516917
