t_s,amp
0.000000,0.040768
0.010000,0.047097
0.020000,0.038503
0.023220,0.047988
0.033220,0.049327
0.043220,0.043892
0.046440,0.045489
0.056440,0.044084
0.066440,0.037692
0.069660,0.043190
0.079660,0.041778
0.089660,0.036092
0.092880,0.043413
0.102880,0.041838
0.112880,0.041879
0.116100,0.046395
0.126100,0.040762
0.136100,0.036377
0.139320,0.035356
0.149320,0.031493
0.159320,0.031691
0.162540,0.030675
0.172540,0.034062
0.182540,0.022711
0.185760,0.028686
0.195760,0.018552
0.205760,0.015483
0.208980,0.015975
0.218980,0.014632
0.228980,0.011059
0.232200,0.013838
0.242200,0.012171
0.252200,0.007223
0.255420,0.009770
0.265420,0.009060
0.275420,0.009734
0.278639,0.014069
0.288639,0.010586
0.298639,0.007164
0.301859,0.009232
0.311859,0.010304
0.321859,0.005207
0.325079,0.010372
0.335079,0.012086
0.345079,0.005717
0.348299,0.007575
0.358299,0.009186
0.368299,0.009509
0.371519,0.009655
0.381519,0.007223
0.391519,0.005706
0.394739,0.008487
0.404739,0.005953
0.414739,0.002731
0.417959,0.009382
0.427959,0.010700
0.437959,0.006546
0.441179,0.010986
0.451179,0.006679
0.461179,0.007450
0.464399,0.009296
0.474399,0.005947
0.484399,0.005882
0.487619,0.007875
0.497619,0.012104
0.507619,0.010619
0.510839,0.023294
0.520839,0.027913
0.530839,0.018895
0.534059,0.023921
0.544059,0.025938
0.554059,0.027586
0.557279,0.030307
0.567279,0.026996
0.577279,0.016590
0.580499,0.028369
0.590499,0.026873
0.600499,0.024405
0.603719,0.021036
0.613719,0.028912
0.623719,0.022677
0.626939,0.020316
0.636939,0.015224
0.646939,0.017402
0.650159,0.018742
0.660159,0.018783
0.670159,0.021735
0.673379,0.016513
0.683379,0.012371
0.693379,0.012477
0.696599,0.018660
0.706599,0.018637
0.716599,0.020338
0.719819,0.019307
0.729819,0.019903
0.739819,0.015910
0.743039,0.029390
0.753039,0.018921
0.763039,0.015877
0.766259,0.019187
0.776259,0.028340
0.786259,0.017662
0.789478,0.032514
0.799478,0.032184
0.809478,0.018737
0.812698,0.024562
0.822698,0.022677
0.832698,0.020279
0.835918,0.019877
0.845918,0.020004
0.855918,0.008628
0.859138,0.016607
0.869138,0.008504
0.879138,0.009424
0.882358,0.010147
0.892358,0.010980
0.902358,0.007566
0.905578,0.009191
0.915578,0.005373
0.925578,0.001798
0.928798,0.012199
0.938798,0.009720
0.948798,0.009439
0.952018,0.015950
0.962018,0.013310
0.972018,0.010020
0.975238,0.009481
0.985238,0.010695
0.995238,0.009064
0.998458,0.012440
1.008458,0.014616
1.018458,0.006374
1.021678,0.010483
1.031678,0.009091
1.041678,0.006574
1.044898,0.010482
1.054898,0.006078
1.064898,0.002607
1.068118,0.008380
