frame_idx,t_ns
0,0
1,33624000
2,66996958
3,99345458
4,132641583
5,167554500
6,199180208
7,231889500
8,265202833
9,297642333
10,331425333
11,365523125
12,397239958
13,429245208
14,462501416
15,495514916
16,528427750
17,595399541
18,627289416
19,660464375
20,693393000
21,726850708
22,759555458
23,793772125
24,826005791
25,858842000
26,891583125
27,924886166
28,957927625
29,991983791
30,1024449375
31,1057471125
32,1090214625
33,1123350541
34,1156851666
35,1190739958
36,1223027583
37,1255778958
38,1287890041
39,1321133458
40,1354045125
41,1389997375
42,1421451500
43,1452597750
44,1487858458
45,1519950333
46,1552925250
47,1585738666
48,1617517708
49,1650408166
50,1682476541
51,1715885625
52,1748311250
53,1783161750
54,1814891291
55,1847701583
56,1880205000
57,1914566291
58,1946899125
59,1982192750
60,2013569166
61,2046420291
62,2080152125
63,2112901375
64,2146373291
65,2180198500
66,2212476333
67,2245318083
68,2277933500
69,2311104291
70,2343989166
71,2380036166
72,2412567750
73,2445024791
74,2478888750
75,2510043750
76,2542561666
77,2578139375
78,2610674791
79,2644027000
80,2675740000
81,2708086541
82,2739284375
83,2773662166
84,2805516500
85,2838316125
86,2871303250
87,2905104791
88,2937827458
89,2972117166
90,3004163875
91,3070153875
92,3102856166
93,3135696500
94,3168591375
95,3203424666
96,3234283916
97,3267424666
98,3300780708
99,3333741750
100,3367798875
101,3401294375
102,3432527125
103,3465336708
104,3498122125
105,3533028625
106,3565556583
107,3599929000
108,3631281000
109,3664263750
110,3700961208
111,3734194916
112,3765478416
113,3798497791
114,3830511708
115,3861376416
116,3895376666
117,3927140666
118,3960517125
119,3994581333
120,4026208500
121,4059726041
122,4092290958
123,4125418875
124,4158856000
125,4193325500
126,4224748125
127,4257897125
128,4290920166
129,4323817666
130,4356913916
131,4391584750
132,4423400250
133,4455838875
134,4488512333
135,4521628041
136,4560799666
137,4592247208
138,4622364250
139,4656648750
