frame_idx,t_ns
0,0
1,33184125
2,66997375
3,98174625
4,132127166
5,165360833
6,198454000
7,231387750
8,265585291
9,297529791
10,330218458
11,363163583
12,395864583
13,430617750
14,462929416
15,494782583
16,527539333
17,561229666
18,593453791
19,626800833
20,660854791
21,692481916
22,725477000
23,759433625
24,792043125
25,825026625
26,858889916
27,890739250
28,923382708
29,956851458
30,989840125
31,1022521625
32,1056282541
33,1088330125
34,1121107291
35,1154062750
36,1220410041
37,1253252833
38,1286405750
39,1321261750
40,1352791500
41,1385986833
42,1418376416
43,1451573333
44,1486477541
45,1519904250
46,1550564000
47,1584162625
48,1616595000
49,1649421625
50,1683790750
51,1716532166
52,1749187916
53,1781333958
54,1815012916
55,1847590625
56,1881029750
57,1914682166
58,1946417666
59,1979576666
60,2012930083
61,2046012583
62,2079334166
63,2113629875
64,2145097625
65,2178295291
66,2211536958
67,2244165958
68,2277459083
69,2312004916
70,2343503958
71,2376628750
72,2410423708
73,2442581041
74,2475027916
75,2513381750
76,2540793666
77,2577398250
78,2609915833
79,2641998791
80,2673137416
81,2711090833
82,2737843416
83,2774655750
84,2807020750
85,2838268041
86,2870939458
87,2905256375
88,2936738666
89,2969913250
90,3001302416
91,3036017375
92,3068889041
93,3103249500
94,3135405916
95,3168539000
96,3202596041
97,3234883416
98,3268441458
99,3301976125
100,3333543416
101,3366747625
102,3399666750
103,3464991291
104,3497481541
105,3532032583
106,3565433333
107,3599389583
108,3632020333
109,3666118666
110,3698170666
111,3730911208
112,3762185291
113,3795900416
114,3827737291
115,3863704000
116,3897990458
117,3929276041
118,3961000916
119,3993651416
120,4026123416
121,4058324416
122,4092221291
123,4125659375
124,4157414458
125,4190874125
126,4224198583
127,4256798541
128,4289536541
129,4324376875
