frame_idx,t_ns
0,0
1,27060042
2,61178292
3,93949167
4,126012000
5,159763167
6,193644458
7,225967458
8,259455208
9,291722417
10,324756042
11,356904042
12,389693917
13,422764250
14,457941125
15,489064542
16,522206542
17,556065750
18,588296833
19,621406583
20,655855917
21,687541375
22,721170333
23,754326292
24,787055750
25,820014500
26,854276458
27,884599167
28,919238958
29,951662750
30,984312833
31,1017542792
32,1055849792
33,1085275625
34,1119368708
35,1151789250
36,1183960708
37,1215646000
38,1251115292
39,1284609083
40,1314884667
41,1347436250
42,1380391500
43,1413749625
44,1447700917
45,1479496042
46,1512436375
47,1545469958
48,1578448875
49,1611020958
50,1645525125
51,1677509708
52,1711398667
53,1744004958
54,1777114708
55,1810489458
56,1844850708
57,1875675875
58,1910158500
59,1942696625
60,1974894125
61,2007659083
62,2076125750
63,2106885292
64,2139004292
65,2172226708
66,2209845417
67,2241046750
68,2273933000
69,2305123833
70,2337371583
71,2370224500
72,2407438875
73,2440746000
74,2471848542
75,2504038792
76,2536987125
77,2567606875
78,2599781167
79,2633387333
80,2668349208
81,2698847208
82,2732877000
83,2765100125
84,2800836833
85,2831693333
86,2866918167
87,2898301500
88,2931288833
89,2964190250
90,2998031542
91,3030842875
92,3065953542
93,3096558000
94,3129488125
95,3165771250
96,3194669208
97,3231309750
98,3266570167
99,3296028750
100,3329650625
101,3362245625
102,3393583583
103,3425986167
104,3464212750
105,3496888042
106,3529349500
107,3560692875
108,3593166083
109,3625647333
110,3658851750
111,3690520917
112,3724556292
113,3756200375
114,3789592708
115,3822222167
116,3855539542
117,3887015208
118,3921635042
119,3954845875
120,3987596750
121,4020726375
