frame_idx,t_ns
0,0
1,31674958
2,68067541
3,98563958
4,131114583
5,164378625
6,197533958
7,230192875
8,264176875
9,296150416
10,328847250
11,361515291
12,394622666
13,428249750
14,462024791
15,493857541
16,526384625
17,559112041
18,625162458
19,657829750
20,693142375
21,724246041
22,757629125
23,789377791
24,822361708
25,855753875
26,889757500
27,921817250
28,955322458
29,987982666
30,1021401833
31,1054284750
32,1089023750
33,1120935791
34,1153453958
35,1186754583
36,1219740125
37,1252361708
38,1286823375
39,1318852833
40,1351185958
41,1384425416
42,1417676458
43,1450691333
44,1485339250
45,1515365166
46,1549827250
47,1581409958
48,1614175500
49,1649142750
50,1683923500
51,1715171208
52,1747686833
53,1778755000
54,1812741625
55,1848576583
56,1881037000
57,1913408250
58,1945122291
59,1977927458
60,2011418833
61,2043946125
62,2078132791
63,2109743291
64,2143421666
65,2176729041
66,2209825791
67,2242647583
68,2277046000
69,2308928458
70,2341453625
71,2375184166
72,2407861458
73,2440726875
74,2475700916
75,2506593958
76,2540368500
77,2572351125
78,2605421750
79,2638187000
80,2676114083
81,2707666875
82,2741076416
83,2773216041
84,2805859041
85,2836731916
86,2873789458
87,2902200458
88,2938586625
89,2970535541
90,3033909125
91,3066796541
92,3100931750
93,3132597708
94,3166227208
95,3198540958
96,3231449416
97,3264647000
98,3299221083
99,3330918333
100,3364291458
101,3396971416
102,3430360833
103,3463688333
104,3497389666
105,3529821166
106,3562638583
107,3595382791
108,3628567166
109,3661172708
110,3695492666
111,3727308333
112,3765896541
113,3795034291
114,3828802916
115,3861852583
116,3894458250
117,3926000333
118,3958075125
119,3990740250
120,4029286416
121,4061201833
