frame_idx,t_ns
0,0
1,32765167
2,67364792
3,97751750
4,132033250
5,164241209
6,195784375
7,230095084
8,263490792
9,294783542
10,328271417
11,360733792
12,393694500
13,426653459
14,461168875
15,493597125
16,526583917
17,559746959
18,592088417
19,625598000
20,659617834
21,691371125
22,725054042
23,757901834
24,790788000
25,822969667
26,858386917
27,889307792
28,922697167
29,955548542
30,988206250
31,1022572709
32,1056102542
33,1087647792
34,1120336417
35,1153352750
36,1190008417
37,1221610875
38,1253582042
39,1285419750
40,1318064209
41,1353598875
42,1386120209
43,1417596417
44,1451942625
45,1483214167
46,1516295125
47,1549479417
48,1582773750
49,1615841542
50,1649772750
51,1681608959
52,1714865792
53,1748111250
54,1780857417
55,1814305417
56,1847320625
57,1881512375
58,1913283167
59,1946313209
60,2012165917
61,2045241125
62,2076948459
63,2112251125
64,2143588875
65,2176322334
66,2208937917
67,2247039792
68,2276182959
69,2310777542
70,2343353250
71,2375027250
72,2406840625
73,2439845084
74,2476714250
75,2507243292
76,2539915084
77,2571908375
78,2604653834
79,2637840792
80,2671794292
81,2704063292
82,2738529542
83,2769936000
84,2803368750
85,2836327084
86,2868759584
87,2902743500
88,2936082792
89,2968176917
90,3001901125
91,3034288792
92,3066936209
93,3099875250
94,3132930125
95,3174138625
96,3199569000
97,3232073709
98,3265288834
99,3302657959
100,3332412125
101,3367934250
