frame_idx,t_ns
0,0
1,33105500
2,63833375
3,96918750
4,129798667
5,163071708
6,196538000
7,230837208
8,262612958
9,295556625
10,328523792
11,361930042
12,394910500
13,428908875
14,461095208
15,493971792
16,527097625
17,560776833
18,593586833
19,627500042
20,658866125
21,691423833
22,727964000
23,759950125
24,792355542
25,824568833
26,856633375
27,889512958
28,924247583
29,955358625
30,990266875
31,1022911958
32,1055358417
33,1087759333
34,1121363583
35,1153816083
36,1186391167
37,1220692000
38,1253329708
39,1285912792
40,1319318208
41,1352605083
42,1385024125
43,1419461458
44,1451531083
45,1484490125
46,1517378875
47,1550514458
48,1583476833
49,1617923708
50,1649679375
51,1683599708
52,1715253417
53,1750758583
54,1783207375
55,1817529208
56,1850279875
57,1882770417
58,1913663875
59,1947039542
60,2014952375
61,2048694208
62,2081759958
63,2112565667
64,2143558125
65,2176307667
66,2209615875
67,2243824417
68,2275385667
69,2308308250
70,2340685417
71,2374375292
72,2407337458
73,2441761625
74,2473558042
75,2507463042
76,2540376333
77,2573183917
78,2606431208
79,2641383167
80,2672036083
81,2704354542
82,2738989750
83,2770731833
84,2803778375
85,2841392417
86,2873641875
87,2904597667
88,2938524250
89,2971719958
90,3002586958
91,3041996292
92,3067204750
93,3105786917
94,3138774750
95,3170349750
96,3202372417
97,3234087792
98,3266545458
99,3297610583
100,3330618625
101,3365318542
102,3397935208
103,3430916083
104,3463218792
105,3496930667
106,3529986625
107,3562927042
108,3596278750
109,3630158083
110,3662069833
111,3694683875
112,3727226958
113,3761240333
114,3793140125
115,3827302667
116,3858430917
117,3897991750
118,3928595875
119,3994323208
120,4029237458
121,4060344292
122,4092638292
