frame_idx,t_ns
0,0
1,32266417
2,65729167
3,97401292
4,130570375
5,163554292
6,196456542
7,229374167
8,264025084
9,296410500
10,328740000
11,360806084
12,394891167
13,426935667
14,461421917
15,493148000
16,526431000
17,559110917
18,592907125
19,625978000
20,660048459
21,691498334
22,724077000
23,758260250
24,790409417
25,823800709
26,857790042
27,889496667
28,922150334
29,954876750
30,987841000
31,1021020459
32,1055654917
33,1087004292
34,1120387959
35,1153407042
36,1186141709
37,1220025125
38,1253974292
39,1285327834
40,1322045292
41,1353515125
42,1386339792
43,1418619834
44,1453374167
45,1483196125
46,1517301250
47,1550099667
48,1582225750
49,1615495375
50,1649896334
51,1681103125
52,1714621959
53,1747660084
54,1780727042
55,1813809917
56,1847902834
57,1880053250
58,1913149750
59,1946152084
60,1977248709
61,2011939875
62,2046439417
63,2078013417
64,2111384125
65,2144358375
66,2177136542
67,2210347375
68,2277367542
69,2309029709
70,2341146042
71,2374520250
72,2411264292
73,2443510667
74,2475460459
75,2507421042
76,2540108125
77,2575616459
78,2608031959
79,2641119500
80,2672143875
81,2704329500
82,2737413750
83,2770063167
84,2803280667
85,2835601084
86,2870747917
87,2902484917
88,2934853875
89,2968121125
90,3001986042
91,3034592542
92,3069554042
93,3100315292
94,3133448042
95,3167076584
96,3200443709
97,3233143792
98,3266394667
99,3298394709
100,3331688667
101,3364973375
102,3397878625
103,3430618334
104,3465728375
105,3500842125
106,3530865375
107,3564968625
